row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2014 > Chưa quá hạn và chưa bị suy giảm giá trị > Đã quá hạn nhưng chưa bị suy giảm giá trị > Bị suy giảm giá trị > Giá trị gộp,Tiền gửi yà cho vay các tổ chức tin dụng khác Triệu VND > 4.459.845 > - > 1.118.908 > 5.578.753,Các công cụ tài chính phải sinh Triệu VND > 14.403 > - > 14.403,Chứng khoán kinh doanh Triệu VND > 982.554 > - > 33.130 > 1.015.684,Cho vay khách hàng Triệu VND > 109.699.774 > 151.334 > 5.502.635 > 115.353.743,Chứng khoán đầu tư Triệu VND > 36.670.516 > - > 3.134.141 > 39.804.657,Tài sản tài chính khác Triệu VND > 7.152.110 > - > 1.370.064 > 8.522.174,Tổng cộng Triệu VND > 158.979.202 > 151.334 > 11.158.878 > 170.289.414,numeric__Tiền gửi yà cho vay các tổ chức tin dụng khác Triệu VND > 4.459.845 > - > 1.118.908 > 5.578.753,numeric__Các công cụ tài chính phải sinh Triệu VND > 14.403 > - > 14.403,numeric__Chứng khoán kinh doanh Triệu VND > 982.554 > - > 33.130 > 1.015.684,numeric__Cho vay khách hàng Triệu VND > 109.699.774 > 151.334 > 5.502.635 > 115.353.743,numeric__Chứng khoán đầu tư Triệu VND > 36.670.516 > - > 3.134.141 > 39.804.657,numeric__Tài sản tài chính khác Triệu VND > 7.152.110 > - > 1.370.064 > 8.522.174,numeric__Tổng cộng Triệu VND > 158.979.202 > 151.334 > 11.158.878 > 170.289.414
Dự phòng rủi ro,Dự phòng rủi ro,Dự phòng rủi ro,(703.953),-,(136),(1.554.785),(282.445),(541.847),(3.083.166),-703953.0,,-136.0,-1554785.0,-282445.0,-541847.0,-3083166.0
Giá trị ròng,Giá trị ròng,Giá trị ròng,4.874.800,14.403,1.015.548,113.798.958,39.522.212,7.980.327,167.206.248,4874800.0,14403.0,1015548.0,113798958.0,39522212.0,7980327.0,167206248.0
Dự phòng rủi ro,Dự phòng rủi ro,Dự phòng rủi ro,,,,,,,,,,,,,,
Dự phòng cụ thể,Dự phòng rủi ro > Dự phòng cụ thể,Dự phòng cụ thể,(703.953),-,-,(715.496),(247.462),-,(1.666.911),-703953.0,,,-715496.0,-247462.0,,-1666911.0
Dự phòng chung,Dự phòng rủi ro > Dự phòng chung,Dự phòng chung,-,-,-,(839.289),(34.042),-,(873.331),,,,-839289.0,-34042.0,,-873331.0
Dự phòng giảm giá,Dự phòng rủi ro > Dự phòng giảm giá,Dự phòng giảm giá,-,-,(136),-,(941),-,(1.077),,,-136.0,,-941.0,,-1077.0
Dự phòng rủi ro khác,Dự phòng rủi ro > Dự phòng rủi ro khác,Dự phòng rủi ro khác,-,-,-,-,-,(541.847),(541.847),,,,,,-541847.0,-541847.0
,,,(703.953),-,(136),(1.554.785),(282.445),(541.847),(3.083.166),-703953.0,,-136.0,-1554785.0,-282445.0,-541847.0,-3083166.0
