row_label_raw,row_label_full,Triệu VND,Ngày 31 tháng 12 năm 2014 > Miền Bắc,Ngày 31 tháng 12 năm 2014 > Miền Trung,Ngày 31 tháng 12 năm 2014 > Miền Nam,Ngày 31 tháng 12 năm 2014 > Loại trừ,Ngày 31 tháng 12 năm 2014 > Tổng,numeric__Ngày 31 tháng 12 năm 2014 > Miền Bắc,numeric__Ngày 31 tháng 12 năm 2014 > Miền Trung,numeric__Ngày 31 tháng 12 năm 2014 > Miền Nam,numeric__Ngày 31 tháng 12 năm 2014 > Loại trừ,numeric__Ngày 31 tháng 12 năm 2014 > Tổng
Tài sản,Tài sản,Tài sản,,,,,,,,,,
"1. Tiền mặt, vàng bạc, đá quý","Tài sản > 1. Tiền mặt, vàng bạc, đá quý","1. Tiền mặt, vàng bạc, đá quý",272.594,185.327,2.038.345,-,2.496.266,272594.0,185327.0,2038345.0,,2496266.0
2. Tài sản cố định,Tài sản > 2. Tài sản cố định,2. Tài sản cố định,80.000,123.824,2.546.130,-,2.749.954,80000.0,123824.0,2546130.0,,2749954.0
3. Tài sản khác,Tài sản > 3. Tài sản khác,3. Tài sản khác,26.315.163,13.960.382,198.154.408,(63.778.817),174.651.136,26315163.0,13960382.0,198154408.0,-63778817.0,174651136.0
,,,26.667.757,14.269.533,202.738.883,(63.778.817),179.897.356,26667757.0,14269533.0,202738883.0,-63778817.0,179897356.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,
1. Nợ phải trả khách hàng bên ngoài,Nợ phải trả > 1. Nợ phải trả khách hàng bên ngoài,1. Nợ phải trả khách hàng bên ngoài,21.876.884,8.105.864,137.322.354,-,167.305.102,21876884.0,8105864.0,137322354.0,,167305102.0
2. Nợ phải trả nội bộ,Nợ phải trả > 2. Nợ phải trả nội bộ,2. Nợ phải trả nội bộ,4.468.013,6.060.813,53.697.942,(63.778.817),447.951,4468013.0,6060813.0,53697942.0,-63778817.0,447951.0
3. Nợ phải trả khác,Nợ phải trả > 3. Nợ phải trả khác,3. Nợ phải trả khác,-,-,15.697,-,15.697,,,15697.0,,15697.0
,,,26.344.897,14.166.677,191.035.993,(63.778.817),167.768.750,26344897.0,14166677.0,191035993.0,-63778817.0,167768750.0
