row_label_raw,row_label_full,Triệu VND,Năm 2015 > Miền Bắc,Năm 2015 > Miền Trung,Năm 2015 > Miền Nam,Năm 2015 > Loại trừ,Năm 2015 > Tổng,numeric__Năm 2015 > Miền Bắc,numeric__Năm 2015 > Miền Trung,numeric__Năm 2015 > Miền Nam,numeric__Năm 2015 > Loại trừ,numeric__Năm 2015 > Tổng
Doanh thu,Doanh thu,Doanh thu,,,,,,,,,,
1. Doanh thu lãi,Doanh thu > 1. Doanh thu lãi,1. Doanh thu lãi,3.337.947,1.912.428,27.150.650,(18.533.279),13.867.746,3337947.0,1912428.0,27150650.0,-18533279.0,13867746.0
Doanh thu lãi từ khách hàng bên ngoài,Doanh thu > Doanh thu lãi từ khách hàng bên ngoài,Doanh thu lãi từ khách hàng bên ngoài,1.863.074,1.334.069,10.670.603,-,13.867.746,1863074.0,1334069.0,10670603.0,,13867746.0
Doanh thu lãi từ nội bộ,Doanh thu > Doanh thu lãi từ nội bộ,Doanh thu lãi từ nội bộ,1.474.873,578.359,16.480.047,(18.533.279),-,1474873.0,578359.0,16480047.0,-18533279.0,
2. Doanh thu từ hoạt động dịch vụ,Doanh thu > 2. Doanh thu từ hoạt động dịch vụ,2. Doanh thu từ hoạt động dịch vụ,91.131,44.303,772.189,-,907.623,91131.0,44303.0,772189.0,,907623.0
3. Doanh thu từ hoạt động kinh doanh khác,Doanh thu > 3. Doanh thu từ hoạt động kinh doanh khác,3. Doanh thu từ hoạt động kinh doanh khác,6.646,25.021,505.544,-,537.211,6646.0,25021.0,505544.0,,537211.0
Chi phí,Chi phí,Chi phí,,,,,,,,,,
1. Chi phí lãi,Chi phí > 1. Chi phí lãi,1. Chi phí lãi,2.514.484,1.390.942,22.858.484,(18.533.279),8.230.631,2514484.0,1390942.0,22858484.0,-18533279.0,8230631.0
Chi phí lãi khách hàng bên ngoài,Chi phí > Chi phí lãi khách hàng bên ngoài,Chi phí lãi khách hàng bên ngoài,1.047.125,444.554,6.738.952,-,8.230.631,1047125.0,444554.0,6738952.0,,8230631.0
Chi phí lãi nội bộ,Chi phí > Chi phí lãi nội bộ,Chi phí lãi nội bộ,1.467.359,946.388,16.119.532,(18.533.279),-,1467359.0,946388.0,16119532.0,-18533279.0,
2. Chi phí khấu hao tài sản cố định,Chi phí > 2. Chi phí khấu hao tài sản cố định,2. Chi phí khấu hao tài sản cố định,9.323,12.290,211.351,-,232.964,9323.0,12290.0,211351.0,,232964.0
3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,Chi phí > 3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,529.975,355.577,3.828.012,-,4.713.564,529975.0,355577.0,3828012.0,,4713564.0
Kết quả kinh doanh trước chi phí dự phòng rủi ro,Chi phí > Kết quả kinh doanh trước chi phí dự phòng rủi ro,Kết quả kinh doanh trước chi phí dự phòng rủi ro,381.942,222.943,1.530.536,-,2.135.421,381942.0,222943.0,1530536.0,,2135421.0
Chi phí dự phòng rủi ro,Chi phí > Chi phí dự phòng rủi ro,Chi phí dự phòng rủi ro,181.498,38.610,654.142,-,874.250,181498.0,38610.0,654142.0,,874250.0
Kết quả kinh doanh bộ phận,Chi phí > Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,200.444,184.333,876.394,-,1.261.171,200444.0,184333.0,876394.0,,1261171.0
