row_label_raw,row_label_full,01,Thu nhập lãi và các khoản thu nhập tương tự nhận được,14.325.484,13.859.487,numeric__Thu nhập lãi và các khoản thu nhập tương tự nhận được,numeric__14.325.484,numeric__13.859.487
02,02,02,Chi phí lãi và các chi phí tương tự đã trả,(8.225.613),(8.763.105),,-8225613.0,-8763105.0
03,03,03,Thu nhập từ hoạt động dịch vụ nhận được,661.408,570.844,,661408.0,570844.0
04,04,04,"Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",655.621,351.663,,655621.0,351663.0
05,05,05,Thu nhập/(chi phí) khác,37.865,(42.589),,37865.0,-42589.0
06,06,06,"Tiền thu các khoản nợ đã được xử lý xóa, bù đáp bằng nguồn rủi ro",146.890,51.844,,146890.0,51844.0
07,07,07,Tiền chi trả cho nhân viên và hoạt động quản lý,(3.612.098),(3.275.134),,-3612098.0,-3275134.0
08,08,08,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,(239.464),(52.214),,-239464.0,-52214.0
