row_label_raw,row_label_full,col_0,Số đầu năm,Số đầu năm_1,Số phát sinh trong năm,Số phát sinh trong năm_1,Số cuối năm,Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số phát sinh trong năm,numeric__Số phát sinh trong năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1
,,,Phải thu,Phải nộp,Phải nộp,Thực nộp,Phải thu,Phải nộp,,,,,,
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,-,19.907.378.865,230.023.004.024,246.184.333.844,-,3.746.049.045,,19907378865.0,230023004024.0,246184333844.0,,3746049045.0
Thuế GTGT hàng NK,Thuế GTGT hàng NK,Thuế GTGT hàng NK,,,27.297.797.765,27.297.797.765,-,-,,,27297797765.0,27297797765.0,,
Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,-,34.726.338.122,332.616.776.551,339.933.578.280,-,27.409.536.393,,34726338122.0,332616776551.0,339933578280.0,,27409536393.0
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,-,86.827.002,6.577.660.952,8.572.142.306,1.907.654.352,-,,86827002.0,6577660952.0,8572142306.0,1907654352.0,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,56.920.573.325,132.996.216.010,134.192.938.824,-,55.723.850.511,,56920573325.0,132996216010.0,134192938824.0,,55723850511.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,229.480.692,24.203.932.857,24.254.230.184,-,179.183.365,,229480692.0,24203932857.0,24254230184.0,,179183365.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,119.410.856,1.787.805.960,1.782.324.980,-,124.891.836,,119410856.0,1787805960.0,1782324980.0,,124891836.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",-,-,3.378.312.792,3.378.312.792,,-,,,3378312792.0,3378312792.0,,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,(63.000),2.292.951.943,1.751.056.530,,541.832.413,,-63000.0,2292951943.0,1751056530.0,,541832413.0
Phí và lệ phí,Phí và lệ phí,Phí và lệ phí,-,7.227.998,130.557.550,128.040.050,-,9.745.498,,7227998.0,130557550.0,128040050.0,,9745498.0
Cộng,Cộng,Cộng,-,111.997.173.860,761.305.016.404,787.474.755.555,1.907.654.352,87.735.089.061,,111997173860.0,761305016404.0,787474755555.0,1907654352.0,87735089061.0
