row_label_raw,row_label_full,col_0,col_1,31/12/2016VND,col_3,01/01/2016VND,numeric__col_1,numeric__31/12/2016VND,numeric__col_3,numeric__01/01/2016VND
+ Vàng miếng SJC tại quỹ,+ Vàng miếng SJC tại quỹ,+ Vàng miếng SJC tại quỹ,4 miếng,13.996.000,4 miếng,13.020.000,,13996000.0,,13020000.0
Cộng,Cộng,Cộng,,13.996.000,,13.020.000,,13996000.0,,13020000.0
