row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2016 VND,01/01/2016 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2016 VND,numeric__01/01/2016 VND
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,2.550.458.641.083,3.982.656.290.081,100.0,,2550458641083.0,3982656290081.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,,134.921.093.360,1.007.339.463.037,110.0,,134921093360.0,1007339463037.0
1. Tiền,1. Tiền,1. Tiền,111,5,134.921.093.360,255.339.463.037,111.0,5.0,134921093360.0,255339463037.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,6,-,752.000.000.000,112.0,6.0,,752000000000.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,555.000.000.000,1.168.000.000.000,120.0,,555000000000.0,1168000000000.0
1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,121,,-,-,121.0,,,
2. Đầu tư nắm giữ đến ngày đáo hạn,2. Đầu tư nắm giữ đến ngày đáo hạn,2. Đầu tư nắm giữ đến ngày đáo hạn,123,7.a,555.000.000.000,1.168.000.000.000,123.0,,555000000000.0,1168000000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,1.172.579.336.451,1.452.361.292.546,130.0,,1172579336451.0,1452361292546.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,8.a,21.553.826.380,22.087.165.085,131.0,,21553826380.0,22087165085.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,9.a,369.151.732.585,657.561.173.415,132.0,,369151732585.0,657561173415.0
3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,135,10,-,12.954.861.601,135.0,10.0,,12954861601.0
4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,136,11.a,792.094.204.923,769.228.840.946,136.0,,792094204923.0,769228840946.0
5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,137,12,(10.220.427.437),(9.470.748.501),137.0,12.0,-10220427437.0,-9470748501.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,13,517.620.111.621,346.757.124.404,140.0,13.0,517620111621.0,346757124404.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,517.620.111.621,346.757.124.404,141.0,,517620111621.0,346757124404.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,-,-,149.0,,,
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,170.338.099.651,8.198.410.094,150.0,,170338099651.0,8198410094.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,14.a,5.114.581.070,2.136.701.091,151.0,,5114581070.0,2136701091.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,163.315.864.229,6.061.709.003,152.0,,163315864229.0,6061709003.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,21,1.907.654.352,-,153.0,21.0,1907654352.0,
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,4.354.108.651.062,1.936.611.663.547,200.0,,4354108651062.0,1936611663547.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,690.181.497,1.576.594.090,210.0,,690181497.0,1576594090.0
1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,211,8.b,-,197.412.500,211.0,,,197412500.0
2. Trả trước cho người bán dài hạn,2. Trả trước cho người bán dài hạn,2. Trả trước cho người bán dài hạn,212,9.b,-,1.369.181.590,212.0,,,1369181590.0
3. Phải thu dài hạn khác,3. Phải thu dài hạn khác,3. Phải thu dài hạn khác,216,11.b,690.181.497,10.000.000,216.0,,690181497.0,10000000.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,1.848.842.093.617,1.662.362.256.256,220.0,,1848842093617.0,1662362256256.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,15,1.521.990.062.693,1.373.948.682.409,221.0,15.0,1521990062693.0,1373948682409.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,4.049.071.270.725,3.638.210.722.325,222.0,,4049071270725.0,3638210722325.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(2.527.081.208.032),(2.264.262.039.916),223.0,,-2527081208032.0,-2264262039916.0
2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,224,16,326.376.122.622,286.337.906.999,224.0,16.0,326376122622.0,286337906999.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,225,,559.228.847.530,441.326.173.511,225.0,,559228847530.0,441326173511.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,226,,(232.852.724.908),(154.988.266.512),226.0,,-232852724908.0,-154988266512.0
3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,227,17,475.908.302,2.075.666.848,227.0,17.0,475908302.0,2075666848.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,2.739.038.125,4.191.346.125,228.0,,2739038125.0,4191346125.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(2.263.129.823),(2.115.679.277),229.0,,-2263129823.0,-2115679277.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,,-,-,230.0,,,
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,2.270.645.041.185,79.666.520.141,240.0,,2270645041185.0,79666520141.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,-,-,241.0,,,
2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,242,18,2.270.645.041.185,79.666.520.141,242.0,18.0,2270645041185.0,79666520141.0
