row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2016 VND,Năm 2015 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2016 VND,numeric__Năm 2015 VND
1. Doanh thu bán hàng & cung cấp dịch vụ,1. Doanh thu bán hàng & cung cấp dịch vụ,1. Doanh thu bán hàng & cung cấp dịch vụ,01,28,6.855.587.472.908,7.408.109.587.461,1.0,28.0,6855587472908.0,7408109587461.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,29,34.250.885.744,14.561.097.003,2.0,29.0,34250885744.0,14561097003.0
3. Doanh thu thuần về bán hàng & cc dịch vụ,3. Doanh thu thuần về bán hàng & cc dịch vụ,3. Doanh thu thuần về bán hàng & cc dịch vụ,10,,6.821.336.587.164,7.393.548.490.458,10.0,,6821336587164.0,7393548490458.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,30,4.567.241.681.619,5.184.926.702.624,11.0,30.0,4567241681619.0,5184926702624.0
5. Lợi nhuận gộp về bán hàng & cc dịch vụ,5. Lợi nhuận gộp về bán hàng & cc dịch vụ,5. Lợi nhuận gộp về bán hàng & cc dịch vụ,20,,2.254.094.905.545,2.208.621.787.834,20.0,,2254094905545.0,2208621787834.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,31,163.424.413.395,139.072.058.499,21.0,31.0,163424413395.0,139072058499.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,32,76.588.651.282,62.994.733.228,22.0,32.0,76588651282.0,62994733228.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,69.616.614.945,48.086.746.546,23.0,,69616614945.0,48086746546.0
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,33.a,698.898.105.737,684.332.923.628,25.0,,698898105737.0,684332923628.0
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,33.b,38.589.566.167,225.267.459.075,26.0,,38589566167.0,225267459075.0
10. Lợi nhuận thuần từ hoạt động kinh doanh,10. Lợi nhuận thuần từ hoạt động kinh doanh,10. Lợi nhuận thuần từ hoạt động kinh doanh,30,,1.603.442.995.754,1.375.098.730.402,30.0,,1603442995754.0,1375098730402.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,34,33.361.566.489,22.775.673.349,31.0,34.0,33361566489.0,22775673349.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,35,2.759.106.355,2.841.414.210,32.0,35.0,2759106355.0,2841414210.0
13. Lợi nhuận khác,13. Lợi nhuận khác,13. Lợi nhuận khác,40,,30.602.460.134,19.934.259.139,40.0,,30602460134.0,19934259139.0
14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,50,,1.634.045.455.888,1.395.032.989.541,50.0,,1634045455888.0,1395032989541.0
15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,51,36,132.996.216.010,124.946.278.312,51.0,36.0,132996216010.0,124946278312.0
16. Chi phí thuế TNDN hoãn lại,16. Chi phí thuế TNDN hoãn lại,16. Chi phí thuế TNDN hoãn lại,52,,(98.213.466),-,52.0,,-98213466.0,
17. Lợi nhuận sau thuế TNDN,17. Lợi nhuận sau thuế TNDN,17. Lợi nhuận sau thuế TNDN,60,,1.501.147.453.344,1.270.086.711.229,60.0,,1501147453344.0,1270086711229.0
