row_label_raw,row_label_full,col_0,Nguyên tệ,Nguyên tệ_1,31/12/2016 VND,Nguyên tệ_2,Nguyên tệ_3,01/01/2016 VND,numeric__Nguyên tệ,numeric__Nguyên tệ_1,numeric__31/12/2016 VND,numeric__Nguyên tệ_2,numeric__Nguyên tệ_3,numeric__01/01/2016 VND
Tiền gối ngân hàng,Tiền gối ngân hàng,Tiền gối ngân hàng,,,649.835.224,,,4.730.904.743,,,649835224.0,,,4730904743.0
+ USD,+ USD,+ USD,"28.535,00",#,648.386.319,"210.660,34",#,4.729.098.673,28535.0,,648386319.0,210660.34,,4729098673.0
+ EUR,+ EUR,+ EUR,"60,71",#,1.448.905,"73,88",#,1.806.070,60.71,,1448905.0,73.88,,1806070.0
Cộng,Cộng,Cộng,,,649.835.224,,,4.730.904.743,,,649835224.0,,,4730904743.0
