row_label_raw,row_label_full,Chỉ tiêu,Năm 2016 > Doanh thu thuần,Năm 2016 > LNKT trước thuế,Năm 2015 > Doanh thu thuần,Năm 2015 > LNKT trước thuế,numeric__Năm 2016 > Doanh thu thuần,numeric__Năm 2016 > LNKT trước thuế,numeric__Năm 2015 > Doanh thu thuần,numeric__Năm 2015 > LNKT trước thuế
Hoạt động SXKD sản phẩm Đường,Hoạt động SXKD sản phẩm Đường,Hoạt động SXKD sản phẩm Đường,1.734.604.365.531,222.472.690.391,2.263.625.882.917,220.657.681.199,1734604365531.0,222472690391.0,2263625882917.0,220657681199.0
Hoạt động SXKD sản phẩm Sữa đậu nành,Hoạt động SXKD sản phẩm Sữa đậu nành,Hoạt động SXKD sản phẩm Sữa đậu nành,3.682.753.579.299,1.021.946.886.713,3.783.472.087.064,850.692.482.325,3682753579299.0,1021946886713.0,3783472087064.0,850692482325.0
Họat động SXKD khác,Họat động SXKD khác,Họat động SXKD khác,1.747.768.283.032,389.625.878.784,1.703.794.934.658,323.682.826.017,1747768283032.0,389625878784.0,1703794934658.0,323682826017.0
,,,7.165.126.227.862,1.634.045.455.888,7.750.892.904.639,1.395.032.989.541,7165126227862.0,1634045455888.0,7750892904639.0,1395032989541.0
Các khoản loại trừ,Các khoản loại trừ,Các khoản loại trừ,(343.789.640.698),-,(357.344.414.181),-,-343789640698.0,,-357344414181.0,
Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,,(132.898.002.544),-,(124.946.278.312),,-132898002544.0,,-124946278312.0
Tổng cộng,Tổng cộng,Tổng cộng,6.821.336.587.164,1.501.147.453.344,7.393.548.490.458,1.270.086.711.229,6821336587164.0,1501147453344.0,7393548490458.0,1270086711229.0
