row_label_raw,row_label_full,col_0,Quá hạn,Không chịu rủi ro lãi suất do định giá lại,Kỳ thay đổi lãi suất,Kỳ thay đổi lãi suất_1,Kỳ thay đổi lãi suất_2,Kỳ thay đổi lãi suất_3,Kỳ thay đổi lãi suất_4,Kỳ thay đổi lãi suất_5,Tổng,numeric__Quá hạn,numeric__Không chịu rủi ro lãi suất do định giá lại,numeric__Kỳ thay đổi lãi suất,numeric__Kỳ thay đổi lãi suất_1,numeric__Kỳ thay đổi lãi suất_2,numeric__Kỳ thay đổi lãi suất_3,numeric__Kỳ thay đổi lãi suất_4,numeric__Kỳ thay đổi lãi suất_5,numeric__Tổng
,,,Quá hạn,Không chịu rủi ro lãi suất do định giá lại,Dế n 1 tháng,Từ 1-3 tháng,Từ 3-6 tháng,Từ 6-12 tháng,Từ 1-5 năm,Trên 5 năm,Tổng,,,,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,,
"Tiền mật, vàng bạc, đá quý","Tài sản > Tiền mật, vàng bạc, đá quý","Tiền mật, vàng bạc, đá quý",-,6.588.849,-,-,-,-,-,-,6.588.849,,6588849.0,,,,,,,6588849.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,-,21.718.717,-,-,-,-,-,21.718.717,,,21718717.0,,,,,,21718717.0
Tiền gửi tại các TCTD khác và cho vay các TCTD khác (*),Tài sản > Tiền gửi tại các TCTD khác và cho vay các TCTD khác (*),Tiền gửi tại các TCTD khác và cho vay các TCTD khác (*),-,7.552.371,32.930.836,9.581.352,16.913.811,177.000,106.278,-,67.261.648,,7552371.0,32930836.0,9581352.0,16913811.0,177000.0,106278.0,,67261648.0
Chứng khoán kinh doanh (*),Tài sản > Chứng khoán kinh doanh (*),Chứng khoán kinh doanh (*),-,-,-,-,1.364.780,7.538.902,-,-,8.903.682,,,,,1364780.0,7538902.0,,,8903682.0
Công cụ tài chính và tài sản tài chínhphái sinh khác (*),Tài sản > Công cụ tài chính và tài sản tài chínhphái sinh khác (*),Công cụ tài chính và tài sản tài chínhphái sinh khác (*),-,101.882,-,-,-,-,-,-,101.882,,101882.0,,,,,,,101882.0
Cho vay khách hàng (*),Tài sản > Cho vay khách hàng (*),Cho vay khách hàng (*),15.952.605,55,192.385.543,175.060.830,122.847.495,59.458.204,25.555.261,7.174.482,598.434.475,15952605.0,55.0,192385543.0,175060830.0,122847495.0,59458204.0,25555261.0,7174482.0,598434475.0
Chứng khoán đầu tư (*),Tài sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),130.000,5.160.702,5.550.000,8.226.667,8.238.576,8.774.165,56.552.970,31.636.768,124.269.848,130000.0,5160702.0,5550000.0,8226667.0,8238576.0,8774165.0,56552970.0,31636768.0,124269848.0
"Góp vốn, đầu tư dài hạn (*)","Tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,5.410.328,-,-,-,-,-,-,5.410.328,,5410328.0,,,,,,,5410328.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,8.535.310,-,-,-,-,-,-,8.535.310,,8535310.0,,,,,,,8535310.0
Tài sản Cỏ khác (*),Tài sản > Tài sản Cỏ khác (*),Tài sản Cỏ khác (*),370.067,19.638.356,-,-,-,-,-,-,20.008.423,370067.0,19638356.0,,,,,,,20008423.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,16.452.672,52.987.853,252.585.096,192.868.849,149.364.662,75.948.271,82.214.509,38.811.250,861.233.162,16452672.0,52987853.0,252585096.0,192868849.0,149364662.0,75948271.0,82214509.0,38811250.0,861233162.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,
Tiền gửi và vay từ NHNN và các TCTD khác,Nợ phải trả > Tiền gửi và vay từ NHNN và các TCTD khác,Tiền gửi và vay từ NHNN và các TCTD khác,-,-,70.064.940,29.750.314,15.803.265,9.541.398,-,-,125.159.917,,,70064940.0,29750314.0,15803265.0,9541398.0,,,125159917.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,219.716.757,135.029.571,100.989.675,93.593.112,15.245.510,8.436,564.583.061,,,219716757.0,135029571.0,100989675.0,93593112.0,15245510.0,8436.0,564583061.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,8.551.789,227.609,29.262,11.021.703,13.210.730,962.186,1.291.969,35.295.248,,8551789.0,227609.0,29262.0,11021703.0,13210730.0,962186.0,1291969.0,35295248.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,5.119.345,13.573.851,6.724.241,18.300.853,3.322.014,18.501.936,65.542.240,,,5119345.0,13573851.0,6724241.0,18300853.0,3322014.0,18501936.0,65542240.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,17.753.723,-,-,-,-,-,-,17.753.723,,17753723.0,,,,,,,17753723.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,26.305.512,295.128.651,178.382.998,134.538.884,134.646.093,19.529.710,19.802.341,808.334.189,,26305512.0,295128651.0,178382998.0,134538884.0,134646093.0,19529710.0,19802341.0,808334189.0
Mức chênh nhạy cảm với lãi suất nội bằng,Nợ phải trả > Mức chênh nhạy cảm với lãi suất nội bằng,Mức chênh nhạy cảm với lãi suất nội bằng,16.452.672,26.682.341,(42.543.555),14.485.851,14.825.778,(58.697.822),62.684.799,19.008.909,52.898.973,16452672.0,26682341.0,-42543555.0,14485851.0,14825778.0,-58697822.0,62684799.0,19008909.0,52898973.0
Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),-,-,-,-,-,-,-,-,-,,,,,,,,,
"Mức chênh nhạy cảm với lãi suất nội, ngoại bảng","Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng) > Mức chênh nhạy cảm với lãi suất nội, ngoại bảng","Mức chênh nhạy cảm với lãi suất nội, ngoại bảng",16.452.672,26.682.341,(42.543.555),14.485.851,14.825.778,(58.697.822),62.684.799,19.008.909,52.898.973,16452672.0,26682341.0,-42543555.0,14485851.0,14825778.0,-58697822.0,62684799.0,19008909.0,52898973.0
