row_label_raw,row_label_full,col_0,Số dư tại01/01/2015Triệu VND,Phát sinh trong năm > Số phải nộpTriệu VND,Phát sinh trong năm > Số đã nộpTriệu VND,Số dư tại31/12/2015Triệu VND,numeric__Số dư tại01/01/2015Triệu VND,numeric__Phát sinh trong năm > Số phải nộpTriệu VND,numeric__Phát sinh trong năm > Số đã nộpTriệu VND,numeric__Số dư tại31/12/2015Triệu VND
Thuế GTGT,Thuế GTGT,Thuế GTGT,44.609,323.556,(323.864),44.301,44609.0,323556.0,-323864.0,44301.0
Thuế TNDN (*),Thuế TNDN (*),Thuế TNDN (*),370.751,1.572.251,(1.732.575),210.427,370751.0,1572251.0,-1732575.0,210427.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,30.902,313.836,(302.339),42.399,30902.0,313836.0,-302339.0,42399.0
"Các khoản phải nộp khác vàcác khoản phí, lệ phí","Các khoản phải nộp khác vàcác khoản phí, lệ phí","Các khoản phải nộp khác vàcác khoản phí, lệ phí",125.700,127.356,(73.789),179.267,125700.0,127356.0,-73789.0,179267.0
,,,571.962,2.336.999,(2.432.567),476.394,571962.0,2336999.0,-2432567.0,476394.0
