row_label_raw,row_label_full,col_0,31/12/2015,31/12/2015_1,31/12/2014,31/12/2014_1,numeric__31/12/2015,numeric__31/12/2015_1,numeric__31/12/2014,numeric__31/12/2014_1
,,,Triệu VND,%,Triệu VND,%,,,,
"Nông, lâm nghiệp và thủy sản","Nông, lâm nghiệp và thủy sản","Nông, lâm nghiệp và thủy sản",35.931.248,"6,00",24.248.933,"5,44",35931248.0,6.0,24248933.0,5.44
Khai khoáng,Khai khoáng,Khai khoáng,13.960.436,"2,33",13.351.892,"3,00",13960436.0,2.33,13351892.0,3.0
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",107.340.325,"17,94",85.084.012,"19,09",107340325.0,17.94,85084012.0,19.09
"Sản xuất và phân phối điện, khí đốt và nước","Sản xuất và phân phối điện, khí đốt và nước","Sản xuất và phân phối điện, khí đốt và nước",38.148.323,"6,37",33.265.169,"7,46",38148323.0,6.37,33265169.0,7.46
Xây dựng,Xây dựng,Xây dựng,65.920.386,"11,02",70.567.421,"15,84",65920386.0,11.02,70567421.0,15.84
"Bán buôn và bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác",139.316.140,"23,28",103.096.507,"23,13",139316140.0,23.28,103096507.0,23.13
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,38.067.928,"6,36",9.737.023,"2,18",38067928.0,6.36,9737023.0,2.18
Dịch vụ,Dịch vụ,Dịch vụ,43.759.987,"7,31",25.096.615,"5,63",43759987.0,7.31,25096615.0,5.63
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,41.112.334,"6,87",31.623.292,"7,10",41112334.0,6.87,31623292.0,7.1
Ngành khác,Ngành khác,Ngành khác,74.877.368,"12,51",49.622.236,"11,13",74877368.0,12.51,49622236.0,11.13
,,,598.434.475,100,445.693.100,100,598434475.0,100.0,445693100.0,100.0
