row_label_raw,row_label_full,col_0,31/12/2015,31/12/2015_1,31/12/2014,31/12/2014_1,numeric__31/12/2015,numeric__31/12/2015_1,numeric__31/12/2014,numeric__31/12/2014_1
,,,Triệu VND,%,Triệu VND,%,,,,
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,52.418.384,"8,76",48.631.338,"10,91",52418384.0,8.76,48631338.0,10.91
Công ty TNHH trên một thành viên với vốn Nhà nước trên 50%,Công ty TNHH trên một thành viên với vốn Nhà nước trên 50%,Công ty TNHH trên một thành viên với vốn Nhà nước trên 50%,2.038.987,"0,34",1.698.809,"0,38",2038987.0,0.34,1698809.0,0.38
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,139.334.050,"23,28",102.437.873,"22,98",139334050.0,23.28,102437873.0,22.98
Công ty cổ phần vốn Nhà nước trên 50%,Công ty cổ phần vốn Nhà nước trên 50%,Công ty cổ phần vốn Nhà nước trên 50%,43.431.765,"7,26",38.179.621,"8,57",43431765.0,7.26,38179621.0,8.57
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,197.217.378,"32,96",158.498.854,"35,56",197217378.0,32.96,158498854.0,35.56
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,800,"0,00",-,-,800.0,0.0,,
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,8.571.518,"1,43",6.870.182,"1,54",8571518.0,1.43,6870182.0,1.54
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,15.206.595,"2,54",7.835.680,"1,76",15206595.0,2.54,7835680.0,1.76
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,1.178.079,"0,20",442.039,"0,10",1178079.0,0.2,442039.0,0.1
Hộ kinh doanh cá nhân,Hộ kinh doanh cá nhân,Hộ kinh doanh cá nhân,137.950.169,"23,05",80.218.176,"18,00",137950169.0,23.05,80218176.0,18.0
"Đơn vị hành chính sự nghiệp, Đảng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đảng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đảng, đoàn thể và hiệp hội",892.097,"0,15",877.671,"0,20",892097.0,0.15,877671.0,0.2
Khác,Khác,Khác,194.653,"0,03",2.857,"0,00",194653.0,0.03,2857.0,0.0
,,,598.434.475,100,445.693.100,100,598434475.0,100.0,445693100.0,100.0
