row_label_raw,row_label_full,col_0,31/12/2015,31/12/2014,numeric__31/12/2015,numeric__31/12/2014
,,,Triệu VND,Triệu VND,,
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,86.887.868,73.007.886,86887868.0,73007886.0
Chứng khoán Chính phủ,Chứng khoán Chính phủ,Chứng khoán Chính phủ,66.504.161,61.256.427,66504161.0,61256427.0
Chứng khoán Nợ do các TCTD khác trong nước phát hành,Chứng khoán Nợ do các TCTD khác trong nước phát hành,Chứng khoán Nợ do các TCTD khác trong nước phát hành,10.371.019,4.366.808,10371019.0,4366808.0
Chứng khoán Nợ do các TCKT trong nước phát hành,Chứng khoán Nợ do các TCKT trong nước phát hành,Chứng khoán Nợ do các TCKT trong nước phát hành,10.012.688,7.384.651,10012688.0,7384651.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,533.409,985.240,533409.0,985240.0
Chứng khoán Vốn do các TCTD khác trong nước phát hành,Chứng khoán Vốn do các TCTD khác trong nước phát hành,Chứng khoán Vốn do các TCTD khác trong nước phát hành,124.086,203.944,124086.0,203944.0
Chứng khoán Vốn do các TCKT trong nước phát hành,Chứng khoán Vốn do các TCKT trong nước phát hành,Chứng khoán Vốn do các TCKT trong nước phát hành,409.323,781.296,409323.0,781296.0
Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,(607.331),(574.968),-607331.0,-574968.0
Dự phòng giảm giá,Dự phòng giảm giá,Dự phòng giảm giá,(356.191),(470.118),-356191.0,-470118.0
Dự phòng chung,Dự phòng chung,Dự phòng chung,(121.140),(104.850),-121140.0,-104850.0
Dự phòng cụ thể,Dự phòng cụ thể,Dự phòng cụ thể,(130.000),-,-130000.0,
,,,86.813.946,73.418.158,86813946.0,73418158.0
