row_label_raw,row_label_full,col_0,Năm 2015,Năm 2015_1,Năm 2015_2,Năm 2015_3,Năm 2015_4,Năm 2015_5,Năm 2015_6,numeric__Năm 2015,numeric__Năm 2015_1,numeric__Năm 2015_2,numeric__Năm 2015_3,numeric__Năm 2015_4,numeric__Năm 2015_5,numeric__Năm 2015_6
Lãi/(lỗ) thuần từ hoạt động khác,Lãi/(lỗ) thuần từ hoạt động khác,Lãi/(lỗ) thuần từ hoạt động khác,2.319.233,327.831,2.552,(608),-,(279.615),2.369.393,2319233.0,327831.0,2552.0,-608.0,,-279615.0,2369393.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",324.725,-,6.351,8.389,-,109.527,448.992,324725.0,,6351.0,8389.0,,109527.0,448992.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,23.608.580,476.527,399.592,190.000,1.961,35.504,24.712.164,23608580.0,476527.0,399592.0,190000.0,1961.0,35504.0,24712164.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,(6.074.934),(18.828),(136.380),(46.614),(276),21.380,(6.255.652),-6074934.0,-18828.0,-136380.0,-46614.0,-276.0,21380.0,-6255652.0
Chi phí khấu hao và khấu trừ,Chi phí khấu hao và khấu trừ,Chi phí khấu hao và khấu trừ,(604.758),(90),(5.106),(1.578),-,-,(611.532),-604758.0,-90.0,-5106.0,-1578.0,,,-611532.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,(3.763.389),(44.584),(101.245),(44.184),(78),(266.512),(4.219.992),-3763389.0,-44584.0,-101245.0,-44184.0,-78.0,-266512.0,-4219992.0
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,(10.443.081),(63.502),(242.731),(92.376),(354),(245.132),(11.087.176),-10443081.0,-63502.0,-242731.0,-92376.0,-354.0,-245132.0,-11087176.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,13.165.499,413.025,156.861,97.624,1.607,(209.628),13.624.988,13165499.0,413025.0,156861.0,97624.0,1607.0,-209628.0,13624988.0
(Chi phí)/hoản nhập dự phòng rủi ro tín dụng,(Chi phí)/hoản nhập dự phòng rủi ro tín dụng,(Chi phí)/hoản nhập dự phòng rủi ro tín dụng,(5.522.417),(232.992),-,8.317,-,70.760,(5.676.332),-5522417.0,-232992.0,,8317.0,,70760.0,-5676332.0
TỔNG LỢI NHUẬN TRƯỚC THUÊ,TỔNG LỢI NHUẬN TRƯỚC THUÊ,TỔNG LỢI NHUẬN TRƯỚC THUÊ,7.643.082,180.033,156.861,105.941,1.607,(138.868),7.948.656,7643082.0,180033.0,156861.0,105941.0,1607.0,-138868.0,7948656.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,(1.537.403),(1.579),(27.162),-,(353),-,(1.566.497),-1537403.0,-1579.0,-27162.0,,-353.0,,-1566497.0
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,-,-,(5.403),-,-,-,(5.403),,,-5403.0,,,,-5403.0
LỢI NHUẬN SAU THUÊ,LỢI NHUẬN SAU THUÊ,LỢI NHUẬN SAU THUÊ,6.105.679,178.454,124.296,105.941,1.254,(138.868),6.376.756,6105679.0,178454.0,124296.0,105941.0,1254.0,-138868.0,6376756.0
Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,,,,,,,
TỔNG TÀI SẢN,Tại ngày 31 tháng 12 năm 2015 > TỔNG TÀI SẢN,TỔNG TÀI SẢN,847.010.939,1.932.573,4.344.249,2.549.919,33.193,(5.201.224),850.669.649,847010939.0,1932573.0,4344249.0,2549919.0,33193.0,-5201224.0,850669649.0
TỔNG NỘ PHẢI TRẢ,Tại ngày 31 tháng 12 năm 2015 > TỔNG NỘ PHẢI TRẢ,TỔNG NỘ PHẢI TRẢ,806.793.618,1.479.161,2.312.701,1.850.969,340,(4.102.600),808.334.189,806793618.0,1479161.0,2312701.0,1850969.0,340.0,-4102600.0,808334189.0
