row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúc","Máy móc,thiết bị",Phương tiệnvận tải,Thiết bị dụng cụquản lý,TSCĐ khác,Tổng cộng,"numeric__Nhà cửa,vật kiến trúc","numeric__Máy móc,thiết bị",numeric__Phương tiệnvận tải,numeric__Thiết bị dụng cụquản lý,numeric__TSCĐ khác,numeric__Tổng cộng
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,
Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,,,,,,
Số dư tại ngày 01 tháng 01 năm 2015,Nguyên giá TSCĐ hữu hình > Số dư tại ngày 01 tháng 01 năm 2015,Số dư tại ngày 01 tháng 01 năm 2015,2.959.123,2.242.042,867.346,38.465,90.152,6.197.128,2959123.0,2242042.0,867346.0,38465.0,90152.0,6197128.0
Điều chỉnh theo kết quả Kiểm toán Nhà nước,Nguyên giá TSCĐ hữu hình > Điều chỉnh theo kết quả Kiểm toán Nhà nước,Điều chỉnh theo kết quả Kiểm toán Nhà nước,187.678,9.372,-,-,-,197.050,187678.0,9372.0,,,,197050.0
Mua trong năm,Nguyên giá TSCĐ hữu hình > Mua trong năm,Mua trong năm,165.293,198.701,109.642,14.458,10.083,498.177,165293.0,198701.0,109642.0,14458.0,10083.0,498177.0
Đầu tư XDCB hoàn thành,Nguyên giá TSCĐ hữu hình > Đầu tư XDCB hoàn thành,Đầu tư XDCB hoàn thành,192.776,25.166,8.944,5.712,613,233.211,192776.0,25166.0,8944.0,5712.0,613.0,233211.0
Nhận từ sáp nhập MHB,Nguyên giá TSCĐ hữu hình > Nhận từ sáp nhập MHB,Nhận từ sáp nhập MHB,469.613,337.969,110.108,7.636,2.133,927.459,469613.0,337969.0,110108.0,7636.0,2133.0,927459.0
Tăng khác,Nguyên giá TSCĐ hữu hình > Tăng khác,Tăng khác,91.241,280.173,40.269,33.383,277,445.343,91241.0,280173.0,40269.0,33383.0,277.0,445343.0
"Thanh lý, nhượng bán","Nguyên giá TSCĐ hữu hình > Thanh lý, nhượng bán","Thanh lý, nhượng bán",(5.146),(15.656),(4.566),(664),(247),(26.279),-5146.0,-15656.0,-4566.0,-664.0,-247.0,-26279.0
Giảm khác,Nguyên giá TSCĐ hữu hình > Giảm khác,Giảm khác,(4.962),(120.084),(184.614),(196),(33.101),(342.957),-4962.0,-120084.0,-184614.0,-196.0,-33101.0,-342957.0
Số dư tại ngày 31 tháng 12 năm 2015,Nguyên giá TSCĐ hữu hình > Số dư tại ngày 31 tháng 12 năm 2015,Số dư tại ngày 31 tháng 12 năm 2015,4.055.616,2.957.683,947.129,98.794,69.910,8.129.132,4055616.0,2957683.0,947129.0,98794.0,69910.0,8129132.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,,
Số dư tại ngày 01 tháng 01 năm 2015,Giá trị hao mòn lũy kế > Số dư tại ngày 01 tháng 01 năm 2015,Số dư tại ngày 01 tháng 01 năm 2015,658.962,1.514.155,508.792,18.490,38.324,2.738.723,658962.0,1514155.0,508792.0,18490.0,38324.0,2738723.0
Điều chỉnh theo kết quả Kiểm toán Nhà nước,Giá trị hao mòn lũy kế > Điều chỉnh theo kết quả Kiểm toán Nhà nước,Điều chỉnh theo kết quả Kiểm toán Nhà nước,3.126,130,-,-,-,3.256,3126.0,130.0,,,,3256.0
Khẩu hao trong năm,Giá trị hao mòn lũy kế > Khẩu hao trong năm,Khẩu hao trong năm,150.580,226.822,87.548,13.983,20.178,499.111,150580.0,226822.0,87548.0,13983.0,20178.0,499111.0
Nhận từ sáp nhập MHB,Giá trị hao mòn lũy kế > Nhận từ sáp nhập MHB,Nhận từ sáp nhập MHB,75.375,202.239,80.102,4.093,1.252,363.061,75375.0,202239.0,80102.0,4093.0,1252.0,363061.0
Tăng khác,Giá trị hao mòn lũy kế > Tăng khác,Tăng khác,7.841,135.885,26.473,15.330,121,185.650,7841.0,135885.0,26473.0,15330.0,121.0,185650.0
"Thanh lý, nhượng bán","Giá trị hao mòn lũy kế > Thanh lý, nhượng bán","Thanh lý, nhượng bán",(3.331),(14.585),(4.372),(577),(193),(23.058),-3331.0,-14585.0,-4372.0,-577.0,-193.0,-23058.0
Giảm khác,Giá trị hao mòn lũy kế > Giảm khác,Giảm khác,(1.828),(59.516),(105.166),(136),(25.850),(192.496),-1828.0,-59516.0,-105166.0,-136.0,-25850.0,-192496.0
Số dư tại ngày 31 tháng 12 năm 2015,Giá trị hao mòn lũy kế > Số dư tại ngày 31 tháng 12 năm 2015,Số dư tại ngày 31 tháng 12 năm 2015,890.725,2.005.130,593.377,51.183,33.832,3.574.247,890725.0,2005130.0,593377.0,51183.0,33832.0,3574247.0
Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,,,,,,
Số dư tại ngày 01 tháng 01 năm 2015,Giá trị còn lại của TSCĐ hữu hình > Số dư tại ngày 01 tháng 01 năm 2015,Số dư tại ngày 01 tháng 01 năm 2015,2.300.161,727.887,358.554,19.975,51.828,3.458.405,2300161.0,727887.0,358554.0,19975.0,51828.0,3458405.0
Số dư tại ngày 31 tháng 12 năm 2015,Giá trị còn lại của TSCĐ hữu hình > Số dư tại ngày 31 tháng 12 năm 2015,Số dư tại ngày 31 tháng 12 năm 2015,3.164.891,952.553,353.752,47.611,36.078,4.554.885,3164891.0,952553.0,353752.0,47611.0,36078.0,4554885.0
