row_label_raw,row_label_full,col_0,Tài sản và nợ khác hạch toán theo giá trị phân bổ,Tổng cộng giá trị ghi số,Giá trị hợp lý,numeric__Tài sản và nợ khác hạch toán theo giá trị phân bổ,numeric__Tổng cộng giá trị ghi số,numeric__Giá trị hợp lý
,,,Triệu VND,Triệu VND,Triệu VND,,,
Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,45.401.599,45.401.599,(*),45401599.0,45401599.0,
Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,79.758.318,79.758.318,(*),79758318.0,79758318.0,
Tiền gửi của khách hàng,Tiền gửi của khách hàng,Tiền gửi của khách hàng,564.583.061,564.583.061,(*),564583061.0,564583061.0,
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",35.295.248,35.295.248,(*),35295248.0,35295248.0,
Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,65.542.240,65.542.240,(*),65542240.0,65542240.0,
Các khoản nợ tài chính khác,Các khoản nợ tài chính khác,Các khoản nợ tài chính khác,16.222.756,16.222.756,(*),16222756.0,16222756.0,
,,,806.803.222,806.803.222,,806803222.0,806803222.0,
