row_label_raw,row_label_full,Khoản mục,Số đã trình bày > Triệu VND,Phân loại lại > Triệu VND,Số sâu phân loại > Triệu VND,numeric__Số đã trình bày > Triệu VND,numeric__Phân loại lại > Triệu VND,numeric__Số sâu phân loại > Triệu VND
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,10.437.365,(2.124.600),8.312.765,10437365.0,-2124600.0,8312765.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,2.373.045,2.124.600,4.497.645,2373045.0,2124600.0,4497645.0
