row_label_raw,row_label_full,SIT,Ten don vi > 1,Ten don vi > Cong ty TNHH MTV Det kim Dong Xuan,Ten don vi > 3/12/2017,Ten don vi > 1/1/2017,Ten don vi > 1/1/2017_1,Ten don vi > 3/1/2017,numeric__Ten don vi > 1,numeric__Ten don vi > Cong ty TNHH MTV Det kim Dong Xuan,numeric__Ten don vi > 3/12/2017,numeric__Ten don vi > 1/1/2017,numeric__Ten don vi > 1/1/2017_1,numeric__Ten don vi > 3/1/2017
SIT,SIT,SIT,2,Cong ty TNHH MTV Det kim Dong Phuong,100%,100%,115.191.925.340,115.191.925.340,2.0,,1.0,1.0,115191925340.0,115191925340.0
SIT,SIT,SIT,3,Cong ty CP San xuat Kinh daimh Nguyen Iikei Det May Viet Nam (i),100%,100%,164.474.782.024,164.474.782.024,3.0,,1.0,1.0,164474782024.0,164474782024.0
SIT,SIT,SIT,4,Cong ty CP Soti Phiu Bai,66.51%,66.51%,26.922.700.000,26.922.700.000,4.0,,66.51,66.51,26922700000.0,26922700000.0
SIT,SIT,SIT,5,Cong ty CP Phat Trian Ha tanga Det May Pho Noi,51.00%,51.00%,40.800.000.000,40.800.000.000,5.0,,51.0,51.0,40800000000.0,40800000000.0
SIT,SIT,SIT,6,Tong Cong ty CP Det May Hoa Tho,64.96%,64.96%,146.156.210.000,107.424.820.000,6.0,,64.96,64.96,146156210000.0,107424820000.0
SIT,SIT,SIT,7,Cong ty CP Lien Viet Nam,68.77%,68.77%,27.531.200.000,27.531.200.000,7.0,,68.77,68.77,27531200000.0,27531200000.0
SIT,SIT,SIT,8,Cong ty CP San xuat XNK Det May,68.34%,68.34%,29.250.000.000,29.250.000.000,8.0,,68.34,68.34,29250000000.0,29250000000.0
SIT,SIT,SIT,9,Cong ty CP Det May Hué,63.90%,63.90%,63.898.240.000,63.898.240.000,9.0,,63.9,63.9,63898240000.0,63898240000.0
SIT,SIT,SIT,10,Tong Cong ty CP Det May Nam Dinh,53.67%,53.67%,72.997.000.000,72.997.000.000,10.0,,53.67,53.67,72997000000.0,72997000000.0
SIT,SIT,SIT,11,Cong ty CP Bong Viet Nam,55.00%,55.00%,27.500.000.000,27.500.000.000,11.0,,55.0,55.0,27500000000.0,27500000000.0
SIT,SIT,SIT,12,Cong ty CP Baidu tu Phat trien Vintalex,51.00%,51.00%,37.275.000.000,37.275.000.000,12.0,,51.0,51.0,37275000000.0,37275000000.0
SIT,SIT,SIT,13,Tong Cong ty CP Phong Phiu (i),50.10%,51.00%,374.087.960.000,374.087.960.000,13.0,,50.1,51.0,374087960000.0,374087960000.0
SIT,SIT,SIT,14,Cong ty TNHH Tong Cong ty Det May Mien Nam - Vintalex,100%,100%,462.017.209.402,462.017.209.402,14.0,,1.0,1.0,462017209402.0,462017209402.0
SIT,SIT,SIT,15,Cong ty TNHH Tong Cong ty Det May Mien Nam - Vintalex,100%,100%,202.568.027.281,202.568.027.281,15.0,,1.0,1.0,202568027281.0,202568027281.0
SIT,SIT,SIT,,,,,,-,,,,,,
