row_label_raw,row_label_full,col_0,31/12/2017VND,1/1/2017VND,numeric__31/12/2017VND,numeric__1/1/2017VND
Phải thu về cổ phần hóa,Phải thu về cổ phần hóa,Phải thu về cổ phần hóa,6.123.199.277,6.032.299.277,6123199277.0,6032299277.0
Phải thu cổ tức và lợi nhuận được chia,Phải thu cổ tức và lợi nhuận được chia,Phải thu cổ tức và lợi nhuận được chia,376.554.545.668,292.306.644.002,376554545668.0,292306644002.0
Phải thu lãi cho vay,Phải thu lãi cho vay,Phải thu lãi cho vay,171.464.480.347,80.105.056.924,171464480347.0,80105056924.0
Phải thu lãi tiền gửi ngân hàng,Phải thu lãi tiền gửi ngân hàng,Phải thu lãi tiền gửi ngân hàng,11.006.747.826,10.457.461.989,11006747826.0,10457461989.0
Phải thu các khoản tạm ứng,Phải thu các khoản tạm ứng,Phải thu các khoản tạm ứng,38.438.829.241,25.240.806.180,38438829241.0,25240806180.0
Phải thu người lao động,Phải thu người lao động,Phải thu người lao động,1.689.721.048,1.353.984.317,1689721048.0,1353984317.0
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",41.286.433.898,65.843.706.569,41286433898.0,65843706569.0
Các khoản chi hộ,Các khoản chi hộ,Các khoản chi hộ,7.088.237.176,9.257.686.397,7088237176.0,9257686397.0
Phải thu Công ty Cổ phần Đầu tư Phát triển Phong Phú khoản vốn đã góp vào Dự án Đồng Mai,Phải thu Công ty Cổ phần Đầu tư Phát triển Phong Phú khoản vốn đã góp vào Dự án Đồng Mai,Phải thu Công ty Cổ phần Đầu tư Phát triển Phong Phú khoản vốn đã góp vào Dự án Đồng Mai,45.655.996.176,66.155.996.716,45655996176.0,66155996716.0
Đặt cọc tại Ban Quản lý Dự án Khu kinh tế Chân Mây - Lăng Cô,Đặt cọc tại Ban Quản lý Dự án Khu kinh tế Chân Mây - Lăng Cô,Đặt cọc tại Ban Quản lý Dự án Khu kinh tế Chân Mây - Lăng Cô,,19.000.000.000,,19000000000.0
Phải thu Công ty Cổ phần Vinatex Quốc tế về các hợp đồng cho thuê tài sản,Phải thu Công ty Cổ phần Vinatex Quốc tế về các hợp đồng cho thuê tài sản,Phải thu Công ty Cổ phần Vinatex Quốc tế về các hợp đồng cho thuê tài sản,41.836.522.880,40.525.919.440,41836522880.0,40525919440.0
Phải thu tiền cho thuê đất trong Khu Công nghiệp,Phải thu tiền cho thuê đất trong Khu Công nghiệp,Phải thu tiền cho thuê đất trong Khu Công nghiệp,,,,
Dệt May Phố Nói B,Phải thu tiền cho thuê đất trong Khu Công nghiệp > Dệt May Phố Nói B,Dệt May Phố Nói B,3.649.410.571,3.635.798.617,3649410571.0,3635798617.0
Phải thu theo hợp đồng hợp tác kinh doanh từ Công ty TNHH Tài Tín,Phải thu tiền cho thuê đất trong Khu Công nghiệp > Phải thu theo hợp đồng hợp tác kinh doanh từ Công ty TNHH Tài Tín,Phải thu theo hợp đồng hợp tác kinh doanh từ Công ty TNHH Tài Tín,3.242.551.090,3.242.551.090,3242551090.0,3242551090.0
Phải thu tiền chuyển nhượng dự án Lê Minh Xuân,Phải thu tiền cho thuê đất trong Khu Công nghiệp > Phải thu tiền chuyển nhượng dự án Lê Minh Xuân,Phải thu tiền chuyển nhượng dự án Lê Minh Xuân,1.300.000.000,1.300.000.000,1300000000.0,1300000000.0
Phải thu thuế giá trị gia tăng và thuế nhập khẩu được hoàn,Phải thu tiền cho thuê đất trong Khu Công nghiệp > Phải thu thuế giá trị gia tăng và thuế nhập khẩu được hoàn,Phải thu thuế giá trị gia tăng và thuế nhập khẩu được hoàn,1.375.785.827,28.579.063.361,1375785827.0,28579063361.0
Phải thu từ tiền phạt hợp đồng,Phải thu tiền cho thuê đất trong Khu Công nghiệp > Phải thu từ tiền phạt hợp đồng,Phải thu từ tiền phạt hợp đồng,15.187.840.986,9.142.331.171,15187840986.0,9142331171.0
Phải thu tiền bồi thường bảo hiểm đang chờ xử lý,Phải thu tiền cho thuê đất trong Khu Công nghiệp > Phải thu tiền bồi thường bảo hiểm đang chờ xử lý,Phải thu tiền bồi thường bảo hiểm đang chờ xử lý,15.721.527.834,15.500.718.763,15721527834.0,15500718763.0
Phải thu hỗ trợ Dự án đi đời Tổng Công ty Cổ phần Đệt May Nam Định,Phải thu tiền cho thuê đất trong Khu Công nghiệp > Phải thu hỗ trợ Dự án đi đời Tổng Công ty Cổ phần Đệt May Nam Định,Phải thu hỗ trợ Dự án đi đời Tổng Công ty Cổ phần Đệt May Nam Định,2.924.339.219,18.451.713.675,2924339219.0,18451713675.0
Phải thu khác,Phải thu tiền cho thuê đất trong Khu Công nghiệp > Phải thu khác,Phải thu khác,61.494.555.134,40.510.797.330,61494555134.0,40510797330.0
,,,846.040.724.198,736.642.535.818,846040724198.0,736642535818.0
