row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2017VND,2016VND,,
Công ty Cổ phần May Đáp CầuChuyển đổi trái phiếu chuyển đổi thành cổ phiếu,Công ty Cổ phần May Đáp CầuChuyển đổi trái phiếu chuyển đổi thành cổ phiếu,Công ty Cổ phần May Đáp CầuChuyển đổi trái phiếu chuyển đổi thành cổ phiếu,-,1.803.000.000,,1803000000.0
Công ty Cổ phần Tổng Công ty May Đồng NaiBán hàng hóa và cung cấp dịch vụMua vốn cổ phần,Công ty Cổ phần Tổng Công ty May Đồng NaiBán hàng hóa và cung cấp dịch vụMua vốn cổ phần,Công ty Cổ phần Tổng Công ty May Đồng NaiBán hàng hóa và cung cấp dịch vụMua vốn cổ phần,-7.665.840.000,288.044.064-,-7665840000.0,
Công ty Cổ phần Vinatex Quốc tếBán hàng hóa và cung cấp dịch vụMua hàng hóa và dịch vụ,Công ty Cổ phần Vinatex Quốc tếBán hàng hóa và cung cấp dịch vụMua hàng hóa và dịch vụ,Công ty Cổ phần Vinatex Quốc tếBán hàng hóa và cung cấp dịch vụMua hàng hóa và dịch vụ,113.907.138.89329.130.769.894,82.167.954.48857.548.929.139,1.139071388932913e+22,8.216795448857549e+21
Tổng Công ty May Đức Giang - CTPCBán hàng hóa và cung cấp dịch vụMua hàng hóa và dịch vụ,Tổng Công ty May Đức Giang - CTPCBán hàng hóa và cung cấp dịch vụMua hàng hóa và dịch vụ,Tổng Công ty May Đức Giang - CTPCBán hàng hóa và cung cấp dịch vụMua hàng hóa và dịch vụ,29.800.00017.415.455.027,77.600.00015.860.012.968,2.980000017415455e+18,7.760000015860013e+18
Công ty Cổ phần May Hưng YênBán hàng hóa và cung cấp dịch vụ,Công ty Cổ phần May Hưng YênBán hàng hóa và cung cấp dịch vụ,Công ty Cổ phần May Hưng YênBán hàng hóa và cung cấp dịch vụ,-,132.000.000,,132000000.0
Công ty Cổ phần Đầu tư và Xây dựng VinatexThoái vốn,Công ty Cổ phần Đầu tư và Xây dựng VinatexThoái vốn,Công ty Cổ phần Đầu tư và Xây dựng VinatexThoái vốn,-,7.918.626.154,,7918626154.0
Công ty TNHH May mặc Xuất khẩu Tân ChâuKhoản cho vay,Công ty TNHH May mặc Xuất khẩu Tân ChâuKhoản cho vay,Công ty TNHH May mặc Xuất khẩu Tân ChâuKhoản cho vay,-,1.470.042.156,,1470042156.0
Công ty Cổ phần Vinatex Đà NẵngĐầu tư góp vốnBán hàng hóa và cung cấp dịch vụ,Công ty Cổ phần Vinatex Đà NẵngĐầu tư góp vốnBán hàng hóa và cung cấp dịch vụ,Công ty Cổ phần Vinatex Đà NẵngĐầu tư góp vốnBán hàng hóa và cung cấp dịch vụ,-5.072.806.508,3.000.000.000-,-5072806508.0,
Công ty Cổ phần May Phương ĐôngThoái vốn,Công ty Cổ phần May Phương ĐôngThoái vốn,Công ty Cổ phần May Phương ĐôngThoái vốn,-,13.083.311.931,,13083311931.0
Công ty Cổ phần Phát triển Đô thị Đệt May Nam ĐịnhNhận hỗ trợ vốn cho Dự án di đời Tổng Công ty CP Đệt MayNam Định,Công ty Cổ phần Phát triển Đô thị Đệt May Nam ĐịnhNhận hỗ trợ vốn cho Dự án di đời Tổng Công ty CP Đệt MayNam Định,Công ty Cổ phần Phát triển Đô thị Đệt May Nam ĐịnhNhận hỗ trợ vốn cho Dự án di đời Tổng Công ty CP Đệt MayNam Định,-,38.266.554.469,,38266554469.0
Thành viên Hội đồng Quản trịThù lao đã trả,Thành viên Hội đồng Quản trịThù lao đã trả,Thành viên Hội đồng Quản trịThù lao đã trả,2.413.368.000,2.741.220.393,2413368000.0,2741220393.0
Cơ quan Tổng Giám đốcLương và thù lao đã trả,Cơ quan Tổng Giám đốcLương và thù lao đã trả,Cơ quan Tổng Giám đốcLương và thù lao đã trả,2.791.491.987,3.735.370.048,2791491987.0,3735370048.0
