row_label_raw,row_label_full,STT,Ten don yI,3/1/2/2017,1/1/2017,3/1/2/2017_1,1/1/2017_1,3/1/2/2017_2,1/1/2017_2,numeric__Ten don yI,numeric__3/1/2/2017,numeric__1/1/2017,numeric__3/1/2/2017_1,numeric__1/1/2017_1,numeric__3/1/2/2017_2,numeric__1/1/2017_2
STT,STT,STT,Ten don yI,Tép doan,Tép doan,Tép doan,Tép doan,Tép doan,Tép doan,,,,,,,
STT,STT,STT,Ten don yI,Tóng y le so thu cua cong ty me trúc těp,Tóng y le so thu cua cong ty me trúc těp,Tý le so thu cua cong ty me trúc těp,Tý le so thu cua cong ty me trúc těp,Tý le so thu cua cong ty me trúc těp,Tý le so thu cua cong ty me trúc těp,,,,,,,
STT,STT,STT,Ten don yI,3/1/2/2017,1/1/2017,3/1/2/2017,1/1/2017,3/1/2/2017,1/1/2017,,,,,,,
15,STT > 15,15,Cóng y CP Bong Tay Nguyen,"29,80%","29,80%","54,18%","54,18%","5,418,000.000","5,418,000.000",,0.298,0.298,0.5418,0.5418,,
16,STT > 16,16,Cóng y CP Bong yai Milin Tung,"42,91%","42,91%","49,81%","49,81%","4,550,000.000","4,550,000.000",,0.4291,0.4291,0.49810000000000004,0.49810000000000004,,
17,STT > 17,17,Cóng y CP Ding cay tóng Nha Ho,"29,70%","29,70%","54,00%","54,00%","10,800,780.000","10,800,780.000",,0.297,0.297,0.54,0.54,,
18,STT > 18,18,Cóng y CP May Nam An,"32,81%","32,81%","64,33%","64,33%","15,440,000.000","15,440,000.000",,0.3281,0.3281,0.6433,0.6433,,
20,STT > 20,20,Cóng y TNHH May Vinitex Tü Ngzita,"38,25%","38,25%","75,00%","75,00%","22,500,000.000","22,500,000.000",,0.3825,0.3825,0.75,0.75,,
21,STT > 21,21,Cóng y TNHH May Vinitex Bong Son,"51,00%","51,00%",100%,100%,"30,000,000.000","30,000,000.000",,0.51,0.51,1.0,1.0,,
22,STT > 22,22,Cóng y CP Déf Dong Nam (II),"30,55%","31,10%","60,99%","60,99%","36,817,040.000","36,817,040.000",,0.3055,0.311,0.6099,0.6099,,
23,STT > 23,23,Cóng y CP Déf Mai Nha Trang (II),"26,04%","26,50%","51,97%","51,97%","96,143,750.000","96,143,750.000",,0.26039999999999996,0.265,0.5196999999999999,0.5196999999999999,,
24,STT > 24,24,Cóng y CP Dau tu Khanh Phiu (II),"17,85%","18,17%","35,63%","35,63%","4,362,000.000","4,362,000.000",,0.17850000000000002,0.18170000000000003,0.3563,0.3563,,
25,STT > 25,25,Cóng y Thuong mai va San xual Phiu Tra (I),-,"30,98%","60,74%","60,74%","23,091,000.000","23,091,000.000",,,0.3098,0.6074,0.6074,,
26,STT > 26,26,Cóng y TNHH Lizen Supply (III),-,"30,60%","60,00%","60,00%","19,098,000.000","19,098,000.000",,,0.306,0.6,0.6,,
27,STT > 27,27,Cóng y Cp phan Déf May Quang Phiu (II),"35,57%","36,21%",71%,71%,"63,900,000.000","63,900,000.000",,0.3557,0.36210000000000003,0.71,0.71,,
