row_label_raw,row_label_full,col_0,1/1/2017VND,Số phải thu trong năm VND,Số đã được hoàn/ bù trừ trong năm VND,Giảm do mất quyền kiểm soát tại các công ty con VND,31/12/2017VND,numeric__1/1/2017VND,numeric__Số phải thu trong năm VND,numeric__Số đã được hoàn/ bù trừ trong năm VND,numeric__Giảm do mất quyền kiểm soát tại các công ty con VND,numeric__31/12/2017VND
Các khoản thuế đã nộp cho Nhà nước sẽ được hoàn lại,Các khoản thuế đã nộp cho Nhà nước sẽ được hoàn lại,Các khoản thuế đã nộp cho Nhà nước sẽ được hoàn lại,Các khoản thuế đã nộp cho Nhà nước sẽ được hoàn lại,Các khoản thuế đã nộp cho Nhà nước sẽ được hoàn lại,Các khoản thuế đã nộp cho Nhà nước sẽ được hoàn lại,Các khoản thuế đã nộp cho Nhà nước sẽ được hoàn lại,Các khoản thuế đã nộp cho Nhà nước sẽ được hoàn lại,,,,,
Thuế thu nhập doanh nghiệp,Các khoản thuế đã nộp cho Nhà nước sẽ được hoàn lại > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,5.125.573.015,4.439.458.201,(1.005.495.544),-,8.559.535.672,5125573015.0,4439458201.0,-1005495544.0,,8559535672.0
Thuế xuất nhập khẩu,Các khoản thuế đã nộp cho Nhà nước sẽ được hoàn lại > Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,26.983.886.463,930.883.755,(22.192.117.475),-,5.722.652.743,26983886463.0,930883755.0,-22192117475.0,,5722652743.0
Thuế nhà đất,Các khoản thuế đã nộp cho Nhà nước sẽ được hoàn lại > Thuế nhà đất,Thuế nhà đất,1.031.041.000,260.283.383,(1.272.837.189),-,18.487.194,1031041000.0,260283383.0,-1272837189.0,,18487194.0
Các loại thuế khác,Các khoản thuế đã nộp cho Nhà nước sẽ được hoàn lại > Các loại thuế khác,Các loại thuế khác,751.230.670,1.875.177.687,(2.122.623.587),(6.590.845),497.193.925,751230670.0,1875177687.0,-2122623587.0,-6590845.0,497193925.0
Các khoản khác,Các khoản khác,Các khoản khác,Các khoản khác,Các khoản khác,Các khoản khác,Các khoản khác,Các khoản khác,,,,,
Các khoản khác,Các khoản khác > Các khoản khác,Các khoản khác,641.433.243,14.676.733.836,(62.098.517),-,15.256.068.562,641433243.0,14676733836.0,-62098517.0,,15256068562.0
,,,34.533.164.391,22.182.536.862,(26.655.172.312),(6.590.845),30.053.938.096,34533164391.0,22182536862.0,-26655172312.0,-6590845.0,30053938096.0
