row_label_raw,row_label_full,col_0,Chi phí trước hoạt động VND,Chi phí đất trả trước VND,"Chi phí thuê văn phòng, nhà máy trả trước VND","Công cụ, dụng cụ VND",Lợi thế kinh doanh VND,Phụ tùng thay thế VND,Chi phí sửa chữa lớn tài sản cố định VND,Lỗ chênh lệch tỷ giá chưa thực hiện VND,Chi phí trả trước dài hạn khác VND,Tổng cộng VND,numeric__Chi phí trước hoạt động VND,numeric__Chi phí đất trả trước VND,"numeric__Chi phí thuê văn phòng, nhà máy trả trước VND","numeric__Công cụ, dụng cụ VND",numeric__Lợi thế kinh doanh VND,numeric__Phụ tùng thay thế VND,numeric__Chi phí sửa chữa lớn tài sản cố định VND,numeric__Lỗ chênh lệch tỷ giá chưa thực hiện VND,numeric__Chi phí trả trước dài hạn khác VND,numeric__Tổng cộng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,6.159.321.109,214.276.191.086,30.924.259.249,114.922.868.675,1.957.631.413,16.777.302.347,20.139.974.440,15.146.064.363,54.140.018.980,474.443.631.662,6159321109.0,214276191086.0,30924259249.0,114922868675.0,1957631413.0,16777302347.0,20139974440.0,15146064363.0,54140018980.0,474443631662.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,8.744.678.980,2.512.944.872,39.602.021.783,-,7.640.425.389,14.866.509.310,-,27.101.909.203,100.468.489.537,,8744678980.0,2512944872.0,39602021783.0,,7640425389.0,14866509310.0,,27101909203.0,100468489537.0
Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,-,6.520.971.000,5.800.000.000,12.559.645.898,-,-,8.461.738.005,-,8.393.022.735,41.735.377.638,,6520971000.0,5800000000.0,12559645898.0,,,8461738005.0,,8393022735.0,41735377638.0
Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,-,-,-,(8.752.522.928),-,-,-,-,-,(8.752.522.928),,,,-8752522928.0,,,,,,-8752522928.0
Thanh lý,Thanh lý,Thanh lý,-,-,-,(766.112.677),-,-,-,-,-,(766.112.677),,,,-766112677.0,,,,,,-766112677.0
Giảm do mất quyền kiểm soát tại các công ty con,Giảm do mất quyền kiểm soát tại các công ty con,Giảm do mất quyền kiểm soát tại các công ty con,-,-,(187.134),(1.148.985.955),-,-,(1.997.522.611),-,(113.443.324),(3.260.139.024),,,-187134.0,-1148985955.0,,,-1997522611.0,,-113443324.0,-3260139024.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(3.214.565.540),(22.086.839.540),(7.715.524.806),(83.659.608.029),(1.957.631.413),(8.040.730.800),(12.164.911.839),(3.029.212.871),(31.949.464.563),(173.818.489.401),-3214565540.0,-22086839540.0,-7715524806.0,-83659608029.0,-1957631413.0,-8040730800.0,-12164911839.0,-3029212871.0,-31949464563.0,-173818489401.0
Phân loại lai,Phân loại lai,Phân loại lai,(2.494.029.325),(17.745.038.152),20.239.067.477,-,-,-,-,-,-,-,-2494029325.0,-17745038152.0,20239067477.0,,,,,,,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,450.726.244,189.709.963.374,51.760.559.658,72.757.306.767,-,16.376.996.936,29.305.787.305,12.116.851.492,57.572.043.031,430.050.234.807,450726244.0,189709963374.0,51760559658.0,72757306767.0,,16376996936.0,29305787305.0,12116851492.0,57572043031.0,430050234807.0
