row_label_raw,row_label_full,col_0,31/12/2017VND,1/1/2017VND,numeric__31/12/2017VND,numeric__1/1/2017VND
"Kinh phí công đoàn, bảo hiểm xã hội, bảo hiểm y tế","Kinh phí công đoàn, bảo hiểm xã hội, bảo hiểm y tế","Kinh phí công đoàn, bảo hiểm xã hội, bảo hiểm y tế",34.171.117.244,27.880.058.887,34171117244.0,27880058887.0
Phải trả về cổ phần hóa,Phải trả về cổ phần hóa,Phải trả về cổ phần hóa,5.919.084.298,7.677.704.301,5919084298.0,7677704301.0
Nhận ký quỹ và ký cược ngắn hạn,Nhận ký quỹ và ký cược ngắn hạn,Nhận ký quỹ và ký cược ngắn hạn,1.503.100.532,297.418.118,1503100532.0,297418118.0
Phải trả lãi vay cho Công ty Mua bán nợ và tài sảntồn động của doanh nghiệp,Phải trả lãi vay cho Công ty Mua bán nợ và tài sảntồn động của doanh nghiệp,Phải trả lãi vay cho Công ty Mua bán nợ và tài sảntồn động của doanh nghiệp,20.334.104.264,18.936.155.635,20334104264.0,18936155635.0
Phải trả lãi vay khác,Phải trả lãi vay khác,Phải trả lãi vay khác,24.950.134.767,46.798.726.172,24950134767.0,46798726172.0
Phải trả cổ tức,Phải trả cổ tức,Phải trả cổ tức,19.924.764.313,14.730.104.706,19924764313.0,14730104706.0
Quỹ từ thiện,Quỹ từ thiện,Quỹ từ thiện,5.680.518.491,8.017.371.663,5680518491.0,8017371663.0
"Vốn xây dựng cơ bản thuộc trách nhiệm của Tập đoàncho các trường đào tạo thực hiện dự án nâng cấp,mở rộng trường theo Quyết định số 16932/BTC-TCDN","Vốn xây dựng cơ bản thuộc trách nhiệm của Tập đoàncho các trường đào tạo thực hiện dự án nâng cấp,mở rộng trường theo Quyết định số 16932/BTC-TCDN","Vốn xây dựng cơ bản thuộc trách nhiệm của Tập đoàncho các trường đào tạo thực hiện dự án nâng cấp,mở rộng trường theo Quyết định số 16932/BTC-TCDN",7.562.091.012,47.184.176.063,7562091012.0,47184176063.0
Tiền thường phải trả cho nhân viên,Tiền thường phải trả cho nhân viên,Tiền thường phải trả cho nhân viên,-,14.854.155.199,,14854155199.0
Phải nộp Quỹ Hồ trợ sắp xếp và phát triểndoanh nghiệp (*),Phải nộp Quỹ Hồ trợ sắp xếp và phát triểndoanh nghiệp (*),Phải nộp Quỹ Hồ trợ sắp xếp và phát triểndoanh nghiệp (*),363.057.205.021,364.061.259.133,363057205021.0,364061259133.0
Tiền bồi thường đất phải trả Nhà nước liênquan đến giải phóng mặt bằng,Tiền bồi thường đất phải trả Nhà nước liênquan đến giải phóng mặt bằng,Tiền bồi thường đất phải trả Nhà nước liênquan đến giải phóng mặt bằng,16.637.208.401,15.768.906.609,16637208401.0,15768906609.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,73.035.674.515,38.247.992.137,73035674515.0,38247992137.0
,,,572.775.002.858,604.454.028.623,572775002858.0,604454028623.0
