row_label_raw,row_label_full,col_0,Đã phát hành và đang lưu hành,Đã phát hành và đang lưu hành_1,Đã phát hành và đang lưu hành_2,numeric__Đã phát hành và đang lưu hành,numeric__Đã phát hành và đang lưu hành_1,numeric__Đã phát hành và đang lưu hành_2
,,,Số cổ phiếu,VND,%,,,
Nhà nước,Nhà nước,Nhà nước,267.438.100,2.674.381.000.000,"53,49%",267438100.0,2674381000000.0,0.5349
Công ty Cổ phần Đầu tư Phát triển VNTEX (trước là Công ty Cổ phần Tập đoàn Đầu tư Phát triển Việt Nam) (*),Công ty Cổ phần Đầu tư Phát triển VNTEX (trước là Công ty Cổ phần Tập đoàn Đầu tư Phát triển Việt Nam) (*),Công ty Cổ phần Đầu tư Phát triển VNTEX (trước là Công ty Cổ phần Tập đoàn Đầu tư Phát triển Việt Nam) (*),70.000.000,700.000.000.000,"14,00%",70000000.0,700000000000.0,0.14
Tập đoàn Vingroup - CTCP (*),Tập đoàn Vingroup - CTCP (*),Tập đoàn Vingroup - CTCP (*),50.000.000,500.000.000.000,"10,00%",50000000.0,500000000000.0,0.1
Ông Bùi Mạnh Hưng,Ông Bùi Mạnh Hưng,Ông Bùi Mạnh Hưng,30.000.000,300.000.000.000,"6,00%",30000000.0,300000000000.0,0.06
Các cổ đông khác,Các cổ đông khác,Các cổ đông khác,82.561.900,825.619.000.000,"16,51%",82561900.0,825619000000.0,0.16510000000000002
,,,500.000.000,5.000.000.000.000,100%,500000000.0,5000000000000.0,1.0
