row_label_raw,row_label_full,col_0,Năm 2025VND,Năm 2024VND,numeric__Năm 2025VND,numeric__Năm 2024VND
Công ty Cổ phần Bến Thành - Long Hải,Công ty Cổ phần Bến Thành - Long Hải,Công ty Cổ phần Bến Thành - Long Hải,Công ty Cổ phần Bến Thành - Long Hải,Công ty Cổ phần Bến Thành - Long Hải,,
Giảm vốn,Công ty Cổ phần Bến Thành - Long Hải > Giảm vốn,Giảm vốn,1.369.996.700.000,-,1369996700000.0,
Trà lãi vay,Công ty Cổ phần Bến Thành - Long Hải > Trà lãi vay,Trà lãi vay,22.080.300.000,5.770.000.000,22080300000.0,5770000000.0
Trà lãi vay bằng hình thức cán trừ công nợ,Công ty Cổ phần Bến Thành - Long Hải > Trà lãi vay bằng hình thức cán trừ công nợ,Trà lãi vay bằng hình thức cán trừ công nợ,80.975.496.000,-,80975496000.0,
Lãi đi vay,Công ty Cổ phần Bến Thành - Long Hải > Lãi đi vay,Lãi đi vay,44.497.718.275,61.211.541.656,44497718275.0,61211541656.0
Cổ tức,Công ty Cổ phần Bến Thành - Long Hải > Cổ tức,Cổ tức,-,60.740.000.000,,60740000000.0
Hoàn tiền mượn bằng hình thức cán trừ công nợ,Công ty Cổ phần Bến Thành - Long Hải > Hoàn tiền mượn bằng hình thức cán trừ công nợ,Hoàn tiền mượn bằng hình thức cán trừ công nợ,1.289.021.204.000,60.740.000.000,1289021204000.0,60740000000.0
Hoàn tiền mượn,Công ty Cổ phần Bến Thành - Long Hải > Hoàn tiền mượn,Hoàn tiền mượn,-,12.855.000.000,,12855000000.0
Công ty Cổ phần Đầu tư Serenity,Công ty Cổ phần Đầu tư Serenity,Công ty Cổ phần Đầu tư Serenity,Công ty Cổ phần Đầu tư Serenity,Công ty Cổ phần Đầu tư Serenity,,
Tạm ứng phát triển dự án,Công ty Cổ phần Đầu tư Serenity > Tạm ứng phát triển dự án,Tạm ứng phát triển dự án,1.453.923.500.000,19.224.000.000,1453923500000.0,19224000000.0
Cung cấp dịch vụ,Công ty Cổ phần Đầu tư Serenity > Cung cấp dịch vụ,Cung cấp dịch vụ,52.822.103,138.915.915,52822103.0,138915915.0
Công ty CP Bất động sản Đầu tư và Phát triển cao óc Bình Dương,Công ty CP Bất động sản Đầu tư và Phát triển cao óc Bình Dương,Công ty CP Bất động sản Đầu tư và Phát triển cao óc Bình Dương,Công ty CP Bất động sản Đầu tư và Phát triển cao óc Bình Dương,Công ty CP Bất động sản Đầu tư và Phát triển cao óc Bình Dương,,
Vay tiền,Công ty CP Bất động sản Đầu tư và Phát triển cao óc Bình Dương > Vay tiền,Vay tiền,1.250.592.950.000,-,1250592950000.0,
Vay tiền bằng hình thức cán trừ công nợ,Công ty CP Bất động sản Đầu tư và Phát triển cao óc Bình Dương > Vay tiền bằng hình thức cán trừ công nợ,Vay tiền bằng hình thức cán trừ công nợ,334.722.637.667,-,334722637667.0,
Trà tiền vay,Công ty CP Bất động sản Đầu tư và Phát triển cao óc Bình Dương > Trà tiền vay,Trà tiền vay,186.955.532.339,-,186955532339.0,
Lãi tiền vay,Công ty CP Bất động sản Đầu tư và Phát triển cao óc Bình Dương > Lãi tiền vay,Lãi tiền vay,5.721.606.234,483.733.272,5721606234.0,483733272.0
Trà lãi vay,Công ty CP Bất động sản Đầu tư và Phát triển cao óc Bình Dương > Trà lãi vay,Trà lãi vay,4.084.174.891,-,4084174891.0,
Trà gốc vay,Công ty CP Bất động sản Đầu tư và Phát triển cao óc Bình Dương > Trà gốc vay,Trà gốc vay,3.859.292.770,-,3859292770.0,
Công ty Cổ phần Đầu tư Bắc Cường,Công ty Cổ phần Đầu tư Bắc Cường,Công ty Cổ phần Đầu tư Bắc Cường,Công ty Cổ phần Đầu tư Bắc Cường,Công ty Cổ phần Đầu tư Bắc Cường,,
Hoàn tiền mượn,Công ty Cổ phần Đầu tư Bắc Cường > Hoàn tiền mượn,Hoàn tiền mượn,41.271.112.516,48.913.912.053,41271112516.0,48913912053.0
Hoàn tiền mượn bằng hình thức cán trừ công nợ,Công ty Cổ phần Đầu tư Bắc Cường > Hoàn tiền mượn bằng hình thức cán trừ công nợ,Hoàn tiền mượn bằng hình thức cán trừ công nợ,104.276.688,-,104276688.0,
Lãi đi vay,Công ty Cổ phần Đầu tư Bắc Cường > Lãi đi vay,Lãi đi vay,2.997.271.441,5.086.369.662,2997271441.0,5086369662.0
Trà lãi vay bằng hình thức cán trừ công nợ,Công ty Cổ phần Đầu tư Bắc Cường > Trà lãi vay bằng hình thức cán trừ công nợ,Trà lãi vay bằng hình thức cán trừ công nợ,930.723.312,-,930723312.0,
Trà lãi vay,Công ty Cổ phần Đầu tư Bắc Cường > Trà lãi vay,Trà lãi vay,2.572.337.484,5.838.617.947,2572337484.0,5838617947.0
Công ty TNHH Đầu tư Xây dựng công trình PĐP,Công ty TNHH Đầu tư Xây dựng công trình PĐP,Công ty TNHH Đầu tư Xây dựng công trình PĐP,Công ty TNHH Đầu tư Xây dựng công trình PĐP,Công ty TNHH Đầu tư Xây dựng công trình PĐP,,
Góp vốn,Công ty TNHH Đầu tư Xây dựng công trình PĐP > Góp vốn,Góp vốn,3.352.232.564,3.243.000.000,3352232564.0,3243000000.0
Công ty TNHH Tư vấn Giải pháp Bền Vũng,Công ty TNHH Tư vấn Giải pháp Bền Vũng,Công ty TNHH Tư vấn Giải pháp Bền Vũng,Công ty TNHH Tư vấn Giải pháp Bền Vũng,Công ty TNHH Tư vấn Giải pháp Bền Vũng,,
Chỉ phí bồi thường hợp đồng,Công ty TNHH Tư vấn Giải pháp Bền Vũng > Chỉ phí bồi thường hợp đồng,Chỉ phí bồi thường hợp đồng,475.000.000,-,475000000.0,
Công ty Cổ phần Bất động sản Commonwealth Properties,Công ty Cổ phần Bất động sản Commonwealth Properties,Công ty Cổ phần Bất động sản Commonwealth Properties,Công ty Cổ phần Bất động sản Commonwealth Properties,Công ty Cổ phần Bất động sản Commonwealth Properties,,
Thu tiền cho mượn,Công ty Cổ phần Bất động sản Commonwealth Properties > Thu tiền cho mượn,Thu tiền cho mượn,12.073.437.191,3.454.800.000,12073437191.0,3454800000.0
Thu tiền lãi cho vay,Công ty Cổ phần Bất động sản Commonwealth Properties > Thu tiền lãi cho vay,Thu tiền lãi cho vay,2.926.562.809,1.461.235.623,2926562809.0,1461235623.0
Lãi cho vay,Công ty Cổ phần Bất động sản Commonwealth Properties > Lãi cho vay,Lãi cho vay,2.191.162.654,2.387.518.708,2191162654.0,2387518708.0
Cho vay,Công ty Cổ phần Bất động sản Commonwealth Properties > Cho vay,Cho vay,-,13.805.600.000,,13805600000.0
