row_label_raw,row_label_full,col_0,31/12/2025,31/12/2025_1,Trong năm,Trong năm_1,01/01/2025,01/01/2025_1,numeric__31/12/2025,numeric__31/12/2025_1,numeric__Trong năm,numeric__Trong năm_1,numeric__01/01/2025,numeric__01/01/2025_1
,,,Số phải thu VND,Số phải trả VND,Số phải nộp VND,Số đã thực nộp VND,Số phải thu VND,Số phải trả VND,,,,,,
- Thuế giá trị gia tăng (*),- Thuế giá trị gia tăng (*),- Thuế giá trị gia tăng (*),-,44.470.198.282,-,45.977.662.993,-,90.447.861.275,,44470198282.0,,45977662993.0,,90447861275.0
- Thuế thu nhập doanh nghiệp (*),- Thuế thu nhập doanh nghiệp (*),- Thuế thu nhập doanh nghiệp (*),-,125.856.869.452,28.091.080.346,83.171.685.959,-,180.937.475.065,,125856869452.0,28091080346.0,83171685959.0,,180937475065.0
- Thuế thu nhập cá nhân,- Thuế thu nhập cá nhân,- Thuế thu nhập cá nhân,-,5.044.136.372,13.827.194.386,14.888.686.244,-,6.105.628.230,,5044136372.0,13827194386.0,14888686244.0,,6105628230.0
"- Thuế nhà đất, tiền thuê đất","- Thuế nhà đất, tiền thuê đất","- Thuế nhà đất, tiền thuê đất",-,76.241.452,2.377.019.314.783,2.545.634.822.401,-,168.691.749.070,,76241452.0,2377019314783.0,2545634822401.0,,168691749070.0
- Các loại thuế khác,- Các loại thuế khác,- Các loại thuế khác,-,2.039.618.151,4.547.483.437,2.616.071.380,-,108.206.094,,2039618151.0,4547483437.0,2616071380.0,,108206094.0
- Thuế môn bài,- Thuế môn bài,- Thuế môn bài,-,-,6.000.000,6.000.000,-,-,,,6000000.0,6000000.0,,
"- Phí, lệ phí và các khoản phải nộp khác","- Phí, lệ phí và các khoản phải nộp khác","- Phí, lệ phí và các khoản phải nộp khác",-,-,9.610.437.967,9.610.437.967,-,-,,,9610437967.0,9610437967.0,,
Cộng,Cộng,Cộng,-,177.487.063.709,2.433.101.510.919,2.701.905.366.944,-,446.290.919.734,,177487063709.0,2433101510919.0,2701905366944.0,,446290919734.0
