row_label_raw,row_label_full,col_0,Tại 31/12/2025VND,Tại 01/01/2025VND,numeric__Tại 31/12/2025VND,numeric__Tại 01/01/2025VND
Các khoản chênh lệch tạm thời được khấu trừ,Các khoản chênh lệch tạm thời được khấu trừ,Các khoản chênh lệch tạm thời được khấu trừ,71.831.009.257,558.031.910.491,71831009257.0,558031910491.0
- Lợi nhuận chuyển nhượng bất động sản,- Lợi nhuận chuyển nhượng bất động sản,- Lợi nhuận chuyển nhượng bất động sản,-,488.938.632.048,,488938632048.0
- Dự phòng tồn thất đầu tư vào đơn vị khác,- Dự phòng tồn thất đầu tư vào đơn vị khác,- Dự phòng tồn thất đầu tư vào đơn vị khác,46.895.656.484,44.157.925.670,46895656484.0,44157925670.0
- Chỉ phí phải trả,- Chỉ phí phải trả,- Chỉ phí phải trả,24.935.352.773,24.935.352.773,24935352773.0,24935352773.0
Thuế suất thuế TNDN sử dụng để xác định tài sản thuế thu nhập hoãn lại,Thuế suất thuế TNDN sử dụng để xác định tài sản thuế thu nhập hoãn lại,Thuế suất thuế TNDN sử dụng để xác định tài sản thuế thu nhập hoãn lại,20%,20%,0.2,0.2
Tài sản thuế thu nhập hoãn lại phát sinh từ các khoản chênh lệch tạm thời được khấu trừ,Tài sản thuế thu nhập hoãn lại phát sinh từ các khoản chênh lệch tạm thời được khấu trừ,Tài sản thuế thu nhập hoãn lại phát sinh từ các khoản chênh lệch tạm thời được khấu trừ,14.366.201.852,111.606.382.099,14366201852.0,111606382099.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,14.366.201.852,111.606.382.099,14366201852.0,111606382099.0
