row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị VND,31/12/2025 > Dự phòng VND,01/01/2025 > Giá trị VND,01/01/2025 > Dự phòng VND,numeric__31/12/2025 > Giá trị VND,numeric__31/12/2025 > Dự phòng VND,numeric__01/01/2025 > Giá trị VND,numeric__01/01/2025 > Dự phòng VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,851.187.811.262,(25.000.000.000),1.020.946.239.041,(17.500.000.000),851187811262.0,-25000000000.0,1020946239041.0,-17500000000.0
- Công ty Cổ phần Địa ốc Sài Gòn - KL (i),- Công ty Cổ phần Địa ốc Sài Gòn - KL (i),- Công ty Cổ phần Địa ốc Sài Gòn - KL (i),659.223.368.818,-,922.373.368.818,-,659223368818.0,,922373368818.0,
- Ông Hoàng Hiệp Dũng (ii),- Ông Hoàng Hiệp Dũng (ii),- Ông Hoàng Hiệp Dũng (ii),25.000.000.000,(25.000.000.000),25.000.000.000,(17.500.000.000),25000000000.0,-25000000000.0,25000000000.0,-17500000000.0
- Ông Phan Tại Sanh (iii),- Ông Phan Tại Sanh (iii),- Ông Phan Tại Sanh (iii),145.530.000.000,-,-,-,145530000000.0,,,
- Ký cược ký quỹ,- Ký cược ký quỹ,- Ký cược ký quỹ,1.359.511.700,-,2.534.822.900,-,1359511700.0,,2534822900.0,
- Công ty Cổ phần Đầu tư Danh Khôi Holdings,- Công ty Cổ phần Đầu tư Danh Khôi Holdings,- Công ty Cổ phần Đầu tư Danh Khôi Holdings,400.000.000,-,400.000.000,-,400000000.0,,400000000.0,
- Phải thu khác,- Phải thu khác,- Phải thu khác,19.674.930.744,-,70.638.047.323,-,19674930744.0,,70638047323.0,
Dài hạn,Dài hạn,Dài hạn,1.772.646.550.666,-,319.621.870.393,-,1772646550666.0,,319621870393.0,
- Công ty TNHH Đầu tư XD hạ tầng kỹ thuật Coinin (iv),- Công ty TNHH Đầu tư XD hạ tầng kỹ thuật Coinin (iv),- Công ty TNHH Đầu tư XD hạ tầng kỹ thuật Coinin (iv),131.692.281.685,-,132.684.101.412,-,131692281685.0,,132684101412.0,
- Công ty Cổ phần Đầu tư Serenity (v),- Công ty Cổ phần Đầu tư Serenity (v),- Công ty Cổ phần Đầu tư Serenity (v),1.598.539.776.326,-,144.616.276.326,-,1598539776326.0,,144616276326.0,
- Công ty Cổ phần ĐK Phú Quốc (vi),- Công ty Cổ phần ĐK Phú Quốc (vi),- Công ty Cổ phần ĐK Phú Quốc (vi),42.246.600.000,-,42.144.600.000,-,42246600000.0,,42144600000.0,
- Ký cược ký quỹ,- Ký cược ký quỹ,- Ký cược ký quỹ,167.892.655,-,176.892.655,-,167892655.0,,176892655.0,
Cộng,Cộng,Cộng,2.623.834.361.928,(25.000.000.000),1.340.568.109.434,(17.500.000.000),2623834361928.0,-25000000000.0,1340568109434.0,-17500000000.0
