row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm 2025 VND,Năm 2024 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2025 VND,numeric__Năm 2024 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,23,1.327.189.918.947,824.686.125.039,1.0,23.0,1327189918947.0,824686125039.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,,-,-,2.0,,,
Doanh thu thuần bán hàng và cung cấp dịch vụ,Doanh thu thuần bán hàng và cung cấp dịch vụ,Doanh thu thuần bán hàng và cung cấp dịch vụ,10,,1.327.189.918.947,824.686.125.039,10.0,,1327189918947.0,824686125039.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,11,24,608.744.765.468,429.132.979.556,11.0,24.0,608744765468.0,429132979556.0
Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,718.445.153.479,395.553.145.483,20.0,,718445153479.0,395553145483.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,25,469.331.872.449,473.312.660.339,21.0,25.0,469331872449.0,473312660339.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,26,425.343.380.070,482.686.911.499,22.0,26.0,425343380070.0,482686911499.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,409.846.969.951,374.987.360.522,23.0,,409846969951.0,374987360522.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,27,24.549.731.324,36.866.109.015,25.0,27.0,24549731324.0,36866109015.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,27,225.758.412.881,190.864.699.296,26.0,27.0,225758412881.0,190864699296.0
Lợi nhuận thuần từ hoạt động kinh doanh,Lợi nhuận thuần từ hoạt động kinh doanh,Lợi nhuận thuần từ hoạt động kinh doanh,30,,512.125.501.653,158.448.086.012,30.0,,512125501653.0,158448086012.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,28,874.404.634,81.185.575.916,31.0,28.0,874404634.0,81185575916.0
Chi phí khác,Chi phí khác,Chi phí khác,32,29,19.531.016.467,15.710.585.669,32.0,29.0,19531016467.0,15710585669.0
Lợi nhuận khác,Lợi nhuận khác,Lợi nhuận khác,40,,(18.656.611.833),65.474.990.247,40.0,,-18656611833.0,65474990247.0
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,50,,493.468.889.820,223.923.076.259,50.0,,493468889820.0,223923076259.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,31,28.091.080.346,180.938.107.465,51.0,31.0,28091080346.0,180938107465.0
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,52,31,97.240.180.247,(106.619.311.544),52.0,31.0,97240180247.0,-106619311544.0
Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,368.137.629.227,149.604.280.338,60.0,,368137629227.0,149604280338.0
