row_label_raw,row_label_full,col_0,31/12/2025 > Giá trịVND,31/12/2025 > Dự phòngVND,01/01/2025 > Giá trịVND,01/01/2025 > Dự phòngVND,numeric__31/12/2025 > Giá trịVND,numeric__31/12/2025 > Dự phòngVND,numeric__01/01/2025 > Giá trịVND,numeric__01/01/2025 > Dự phòngVND
Ngắn hạn,Ngắn hạn,Ngắn hạn,2.483.205.493.736,-,1.681.329.453.495,-,2483205493736.0,,1681329453495.0,
Trả trước cho các cá nhân đề nhận chuyển nhượng vốn và dự án,Trả trước cho các cá nhân đề nhận chuyển nhượng vốn và dự án,Trả trước cho các cá nhân đề nhận chuyển nhượng vốn và dự án,521.254.951.040,-,775.229.830.000,-,521254951040.0,,775229830000.0,
- Bà Nguyễn Thị Xuân Diễm (i),- Bà Nguyễn Thị Xuân Diễm (i),- Bà Nguyễn Thị Xuân Diễm (i),300.000.000.000,-,300.000.000.000,-,300000000000.0,,300000000000.0,
- Bà Nguyễn Thị Phương Thảo,- Bà Nguyễn Thị Phương Thảo,- Bà Nguyễn Thị Phương Thảo,-,-,160.000.000.000,-,,,160000000000.0,
- Ông Võ Ngọc Châu (ii),- Ông Võ Ngọc Châu (ii),- Ông Võ Ngọc Châu (ii),170.254.951.040,-,159.729.830.000,-,170254951040.0,,159729830000.0,
- Bà Trần Thị Hường,- Bà Trần Thị Hường,- Bà Trần Thị Hường,-,-,104.500.000.000,-,,,104500000000.0,
- Ông Nguyễn Cao Tiến (iii),- Ông Nguyễn Cao Tiến (iii),- Ông Nguyễn Cao Tiến (iii),51.000.000.000,-,51.000.000.000,-,51000000000.0,,51000000000.0,
Trả trước cho các nhà thầu xây dựng,Trả trước cho các nhà thầu xây dựng,Trả trước cho các nhà thầu xây dựng,956.623.922.522,-,654.337.272.158,-,956623922522.0,,654337272158.0,
- Công ty Cổ phần Đầu tư và Phát triển hạ tầng 620,- Công ty Cổ phần Đầu tư và Phát triển hạ tầng 620,- Công ty Cổ phần Đầu tư và Phát triển hạ tầng 620,163.560.951.842,-,181.803.775.548,-,163560951842.0,,181803775548.0,
- Công ty Cổ phần Xây dựng và Đầu tư Lộc Phát,- Công ty Cổ phần Xây dựng và Đầu tư Lộc Phát,- Công ty Cổ phần Xây dựng và Đầu tư Lộc Phát,320.598.936.192,-,155.760.070.062,-,320598936192.0,,155760070062.0,
- Liên danh Công ty Cổ phần Đầu tư và Phát triển Hạ tầng 620 và Công ty Cổ phần Xây Dụng và Đầu Tư Lộc Phát,- Liên danh Công ty Cổ phần Đầu tư và Phát triển Hạ tầng 620 và Công ty Cổ phần Xây Dụng và Đầu Tư Lộc Phát,- Liên danh Công ty Cổ phần Đầu tư và Phát triển Hạ tầng 620 và Công ty Cổ phần Xây Dụng và Đầu Tư Lộc Phát,293.583.363.579,-,124.771.856.489,-,293583363579.0,,124771856489.0,
- Công ty TNHH Xây dựng Thương mại Dịch vụ Hợp Nhất,- Công ty TNHH Xây dựng Thương mại Dịch vụ Hợp Nhất,- Công ty TNHH Xây dựng Thương mại Dịch vụ Hợp Nhất,50.390.721.493,-,69.701.323.129,-,50390721493.0,,69701323129.0,
- Công ty Cổ phần Xây dựng TC Bình Định,- Công ty Cổ phần Xây dựng TC Bình Định,- Công ty Cổ phần Xây dựng TC Bình Định,89.035.287.780,-,82.845.585.294,-,89035287780.0,,82845585294.0,
- Công ty TNHH TM DV VT XD Giao thông T&T,- Công ty TNHH TM DV VT XD Giao thông T&T,- Công ty TNHH TM DV VT XD Giao thông T&T,39.454.661.636,-,39.454.661.636,-,39454661636.0,,39454661636.0,
