row_label_raw,row_label_full,col_0,Năm 2025VND,Năm 2024VND,numeric__Năm 2025VND,numeric__Năm 2024VND
Ông Lê Quang Phúc,Ông Lê Quang Phúc,Ông Lê Quang Phúc,Ông Lê Quang Phúc,Ông Lê Quang Phúc,,
Chuyển nhượng bất động sản,Ông Lê Quang Phúc > Chuyển nhượng bất động sản,Chuyển nhượng bất động sản,30.710.600.501,2.110.701.065,30710600501.0,2110701065.0
Thu tiền chuyển nhượng bất động sản,Ông Lê Quang Phúc > Thu tiền chuyển nhượng bất động sản,Thu tiền chuyển nhượng bất động sản,9.506.777.798,1.600.000.000,9506777798.0,1600000000.0
Thu tiền mua cổ phiếu,Ông Lê Quang Phúc > Thu tiền mua cổ phiếu,Thu tiền mua cổ phiếu,3.010.000.000,-,3010000000.0,
Nhận tiền trước từ chuyển nhượng bất động sản,Ông Lê Quang Phúc > Nhận tiền trước từ chuyển nhượng bất động sản,Nhận tiền trước từ chuyển nhượng bất động sản,-,8.572.315.000,,8572315000.0
Hoàn tiền đặt cọc,Ông Lê Quang Phúc > Hoàn tiền đặt cọc,Hoàn tiền đặt cọc,-,400.000.000,,400000000.0
Lãi từ đặt cọc,Ông Lê Quang Phúc > Lãi từ đặt cọc,Lãi từ đặt cọc,-,182.663.014,,182663014.0
Ông Bùi Quang Anh Vũ,Ông Bùi Quang Anh Vũ,Ông Bùi Quang Anh Vũ,Ông Bùi Quang Anh Vũ,Ông Bùi Quang Anh Vũ,,
Thu tiền chuyển nhượng bất động sản,Ông Bùi Quang Anh Vũ > Thu tiền chuyển nhượng bất động sản,Thu tiền chuyển nhượng bất động sản,25.306.495.640,13.902.320.000,25306495640.0,13902320000.0
Thu tiền mua cổ phiếu,Ông Bùi Quang Anh Vũ > Thu tiền mua cổ phiếu,Thu tiền mua cổ phiếu,21.720.000.000,-,21720000000.0,
Chuyển nhượng bất động sản,Ông Bùi Quang Anh Vũ > Chuyển nhượng bất động sản,Chuyển nhượng bất động sản,2.117.085.936,40.286.512.111,2117085936.0,40286512111.0
Thanh lý khoản nhận tiền trước từ chuyển nhượng bất động sản,Ông Bùi Quang Anh Vũ > Thanh lý khoản nhận tiền trước từ chuyển nhượng bất động sản,Thanh lý khoản nhận tiền trước từ chuyển nhượng bất động sản,500.000.000,-,500000000.0,
