row_label_raw,row_label_full,col_0,31/12/2025,31/12/2025_1,01/01/2025,01/01/2025_1,numeric__31/12/2025,numeric__31/12/2025_1,numeric__01/01/2025,numeric__01/01/2025_1
,,,Giá gốc VND,Dự phòng VND,Giá gốc VND,Dự phòng VND,,,,
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,8.500.217.815.198,-,6.562.244.480.000,-,8500217815198.0,,6562244480000.0,
+ Dự án The Everich 2 (i),+ Dự án The Everich 2 (i),+ Dự án The Everich 2 (i),5.974.664.929.804,-,3.597.838.254.668,-,5974664929804.0,,3597838254668.0,
+ Dự án The Everich 3 (i),+ Dự án The Everich 3 (i),+ Dự án The Everich 3 (i),880.390.631.916,-,877.427.668.950,-,880390631916.0,,877427668950.0,
+ KDC kết hợp chính trang đô thị Bắc Hà Thanh (ii),+ KDC kết hợp chính trang đô thị Bắc Hà Thanh (ii),+ KDC kết hợp chính trang đô thị Bắc Hà Thanh (ii),1.339.337.957.742,-,1.694.508.092.077,-,1339337957742.0,,1694508092077.0,
+ Dự án Khu Đô Thị Sinh Thái Nhơn Hội (iii),+ Dự án Khu Đô Thị Sinh Thái Nhơn Hội (iii),+ Dự án Khu Đô Thị Sinh Thái Nhơn Hội (iii),208.959.935.682,-,211.827.588.574,-,208959935682.0,,211827588574.0,
+ Dự án Bầu Cả,+ Dự án Bầu Cả,+ Dự án Bầu Cả,3.833.046.775,-,7.078.510.572,-,3833046775.0,,7078510572.0,
"+ Khu du lịch sinh thái Vũng Bầu, Phú Quốc","+ Khu du lịch sinh thái Vũng Bầu, Phú Quốc","+ Khu du lịch sinh thái Vũng Bầu, Phú Quốc",44.155.699.067,-,44.155.699.067,-,44155699067.0,,44155699067.0,
+ Dự án Kỳ Đồng,+ Dự án Kỳ Đồng,+ Dự án Kỳ Đồng,-,-,89.005.839.039,-,,,89005839039.0,
+ Các dự án khác,+ Các dự án khác,+ Các dự án khác,48.875.614.212,-,40.402.827.053,-,48875614212.0,,40402827053.0,
Hàng hóa bất động sản (iv),Hàng hóa bất động sản (iv),Hàng hóa bất động sản (iv),1.001.166.037.391,-,-,-,1001166037391.0,,,
Hàng hóa khác,Hàng hóa khác,Hàng hóa khác,383.358.976,-,383.358.976,-,383358976.0,,383358976.0,
Cộng,Cộng,Cộng,9.501.767.211.565,-,6.562.627.838.976,-,9501767211565.0,,6562627838976.0,
