row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Ông Nguyễn Văn Đạt,Ông Nguyễn Văn Đạt,Ông Nguyễn Văn Đạt,Chủ tịch HĐQT,
Ông Nguyễn Tấn Danh,Ông Nguyễn Tấn Danh,Ông Nguyễn Tấn Danh,Phó Chủ tịch HĐQT,
Ông Bùi Quang Anh Vũ,Ông Bùi Quang Anh Vũ,Ông Bùi Quang Anh Vũ,Thành viên HĐQT kiểm Tổng Giám đốc,
Ông Lê Quang Phúc,Ông Lê Quang Phúc,Ông Lê Quang Phúc,Thành viên HĐQT,
Ông Vũ Thành Lê,Ông Vũ Thành Lê,Ông Vũ Thành Lê,Thành viên độc lập HĐQT từ ngày 27/06/2025,
Ông Trần Trọng Gia Vinh,Ông Trần Trọng Gia Vinh,Ông Trần Trọng Gia Vinh,Thành viên độc lập HĐQT,
Ông Dương Hảo Tôn,Ông Dương Hảo Tôn,Ông Dương Hảo Tôn,Thành viên độc lập HĐQT kiểm Chủ tịch Ủy ban kiểm toán,
Ông Nguyễn Đình Trí,Ông Nguyễn Đình Trí,Ông Nguyễn Đình Trí,Phó Tổng Giám đốc,
Ông Trường Ngọc Dũng,Ông Trường Ngọc Dũng,Ông Trường Ngọc Dũng,Phó Tổng Giám đốc,
Ông Nguyễn Khắc Sinh,Ông Nguyễn Khắc Sinh,Ông Nguyễn Khắc Sinh,Phó Tổng Giám đốc,
Bà Trần Thị Thùy Trang,Bà Trần Thị Thùy Trang,Bà Trần Thị Thùy Trang,Kế toán Trường,
Ông Phan Lê Hòa,Ông Phan Lê Hòa,Ông Phan Lê Hòa,Phó Tổng Giám đốc từ nhiệm từ ngày 23/01/2025,
Ông Nguyễn Hữu,Ông Nguyễn Hữu,Ông Nguyễn Hữu,Phó Tổng Giám đốc từ ngày 22/01/2025,
Bà Đăng Việt Tú Uyên,Bà Đăng Việt Tú Uyên,Bà Đăng Việt Tú Uyên,Phó Tổng Giám đốc từ ngày 22/01/2025,
Ông Nguyễn Văn Quang,Ông Nguyễn Văn Quang,Ông Nguyễn Văn Quang,Phó Ban Kiểm toán nội bộ,
Bà Nguyễn Tôn Quỳnh Vy,Bà Nguyễn Tôn Quỳnh Vy,Bà Nguyễn Tôn Quỳnh Vy,Người Phụ trách Quản trị Công ty,
