row_label_raw,row_label_full,col_0,31/12/2025 > Giá trịVND,31/12/2025 > Dự phòngVND,01/01/2025 > Giá trịVND,01/01/2025 > Dự phòngVND,numeric__31/12/2025 > Giá trịVND,numeric__31/12/2025 > Dự phòngVND,numeric__01/01/2025 > Giá trịVND,numeric__01/01/2025 > Dự phòngVND
Ngắn hạn,Ngắn hạn,Ngắn hạn,1.931.552.833.055,(1.041.544.375),2.815.946.230.379,(1.041.544.375),1931552833055.0,-1041544375.0,2815946230379.0,-1041544375.0
- Phải thu từ chuyển nhượng bất động sản,- Phải thu từ chuyển nhượng bất động sản,- Phải thu từ chuyển nhượng bất động sản,1.365.632.511.585,-,2.167.564.295.061,-,1365632511585.0,,2167564295061.0,
+ Phân khu 4 cao tầng Dự án Nhơn Hội (i),+ Phân khu 4 cao tầng Dự án Nhơn Hội (i),+ Phân khu 4 cao tầng Dự án Nhơn Hội (i),814.400.000.000,-,1.585.100.000.000,-,814400000000.0,,1585100000000.0,
+ Dự án khu dân cư kết hợp chính trang đô thị Bắc Hà Thanh (ii),+ Dự án khu dân cư kết hợp chính trang đô thị Bắc Hà Thanh (ii),+ Dự án khu dân cư kết hợp chính trang đô thị Bắc Hà Thanh (ii),439.884.364.835,-,471.116.148.311,-,439884364835.0,,471116148311.0,
+ Phân khu 9 Dự án Nhơn Hội (i),+ Phân khu 9 Dự án Nhơn Hội (i),+ Phân khu 9 Dự án Nhơn Hội (i),111.348.146.750,-,111.348.146.750,-,111348146750.0,,111348146750.0,
- Phải thu từ việc chuyển nhượng cổ phần,- Phải thu từ việc chuyển nhượng cổ phần,- Phải thu từ việc chuyển nhượng cổ phần,455.116.000.000,-,535.610.000.000,-,455116000000.0,,535610000000.0,
+ Phải thu từ việc chuyển nhượng cổ phần của Công ty Cổ phần Đầu tư Bất động sản BIDICI,+ Phải thu từ việc chuyển nhượng cổ phần của Công ty Cổ phần Đầu tư Bất động sản BIDICI,+ Phải thu từ việc chuyển nhượng cổ phần của Công ty Cổ phần Đầu tư Bất động sản BIDICI,-,-,361.440.000.000,-,,,361440000000.0,
+ Phải thu từ việc chuyển nhượng cổ phần Công ty Cổ phần Địa ốc Sài Gòn - KL (iii),+ Phải thu từ việc chuyển nhượng cổ phần Công ty Cổ phần Địa ốc Sài Gòn - KL (iii),+ Phải thu từ việc chuyển nhượng cổ phần Công ty Cổ phần Địa ốc Sài Gòn - KL (iii),174.170.000.000,-,174.170.000.000,-,174170000000.0,,174170000000.0,
+ Phải thu từ việc chuyển nhượng cổ phần Công ty Cổ phần Đầu tư Bất động sản Ngô Mây (iv),+ Phải thu từ việc chuyển nhượng cổ phần Công ty Cổ phần Đầu tư Bất động sản Ngô Mây (iv),+ Phải thu từ việc chuyển nhượng cổ phần Công ty Cổ phần Đầu tư Bất động sản Ngô Mây (iv),134.000.000.000,-,-,-,134000000000.0,,,
+ Phải thu từ việc chuyển nhượng cổ phần Công ty Cổ phần Đầu tư Bắc Cường (v),+ Phải thu từ việc chuyển nhượng cổ phần Công ty Cổ phần Đầu tư Bắc Cường (v),+ Phải thu từ việc chuyển nhượng cổ phần Công ty Cổ phần Đầu tư Bắc Cường (v),146.946.000.000,-,-,-,146946000000.0,,,
- Khách hàng khác,- Khách hàng khác,- Khách hàng khác,110.804.321.470,(1.041.544.375),112.771.935.318,(1.041.544.375),110804321470.0,-1041544375.0,112771935318.0,-1041544375.0
Dải hạn,Dải hạn,Dải hạn,-,-,-,-,,,,
Cộng,Dải hạn > Cộng,Cộng,1.931.552.833.055,(1.041.544.375),2.815.946.230.379,(1.041.544.375),1931552833055.0,-1041544375.0,2815946230379.0,-1041544375.0
