row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Công ty Cổ phần Bến Thành - Long Hải,Công ty Cổ phần Bến Thành - Long Hải,Công ty Cổ phần Bến Thành - Long Hải,Công ty con,
Công ty Cổ phần Bất động sản Đầu tư và Phát triển cao ốc Bình Dương,Công ty Cổ phần Bất động sản Đầu tư và Phát triển cao ốc Bình Dương,Công ty Cổ phần Bất động sản Đầu tư và Phát triển cao ốc Bình Dương,Công ty con,
Công ty Cổ phần Đầu tư Serenity,Công ty Cổ phần Đầu tư Serenity,Công ty Cổ phần Đầu tư Serenity,Công ty con,
Công ty Cổ phần Đầu tư Bắc Cường,Công ty Cổ phần Đầu tư Bắc Cường,Công ty Cổ phần Đầu tư Bắc Cường,Công ty con đến ngày 26/12/2025,
Công ty Cổ phần ĐK Phú Quốc,Công ty Cổ phần ĐK Phú Quốc,Công ty Cổ phần ĐK Phú Quốc,Công ty con,
Công ty TNHH Đầu tư Xây dựng Hạ tầng Kỹ thuật Coinin,Công ty TNHH Đầu tư Xây dựng Hạ tầng Kỹ thuật Coinin,Công ty TNHH Đầu tư Xây dựng Hạ tầng Kỹ thuật Coinin,Công ty con,
Công ty Cổ phần Đầu tư Bất động sản Ngô Mây,Công ty Cổ phần Đầu tư Bất động sản Ngô Mây,Công ty Cổ phần Đầu tư Bất động sản Ngô Mây,Công ty con đến ngày 30/06/2025,
Công ty Cổ phần Bất Đông Sản Đầu tư và Phát Triển Cao Ốc Hòa Phú,Công ty Cổ phần Bất Đông Sản Đầu tư và Phát Triển Cao Ốc Hòa Phú,Công ty Cổ phần Bất Đông Sản Đầu tư và Phát Triển Cao Ốc Hòa Phú,Công ty con gián tiếp,
Công ty CP Bất Đông Sản Đầu Tư Và Phát Triển Cao Ốc Thiên Long,Công ty CP Bất Đông Sản Đầu Tư Và Phát Triển Cao Ốc Thiên Long,Công ty CP Bất Đông Sản Đầu Tư Và Phát Triển Cao Ốc Thiên Long,Công ty con gián tiếp đến ngày 30/01/2026,
Công ty TNHH Đầu tư Xây dựng Công trình PDP,Công ty TNHH Đầu tư Xây dựng Công trình PDP,Công ty TNHH Đầu tư Xây dựng Công trình PDP,Công ty liên kết,
