row_label_raw,row_label_full,col_0,31/12/2025 > Giá gốcVND,31/12/2025 > Dự phòngVND,01/01/2025 > Giá trị hợp lýVND,01/01/2025 > Giá gốcVND,01/01/2025 > Dự phòngVND,01/01/2025 > Giá trị hợp lýVND_1,numeric__31/12/2025 > Giá gốcVND,numeric__31/12/2025 > Dự phòngVND,numeric__01/01/2025 > Giá trị hợp lýVND,numeric__01/01/2025 > Giá gốcVND,numeric__01/01/2025 > Dự phòngVND,numeric__01/01/2025 > Giá trị hợp lýVND_1
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,7.507.287.290.959,-,(*),9.857.903.990.959,-,(*),7507287290959.0,,,9857903990959.0,,
- Công ty Cổ phần ĐK Phú Quốc,- Công ty Cổ phần ĐK Phú Quốc,- Công ty Cổ phần ĐK Phú Quốc,393.624.000.000,-,(*),393.624.000.000,-,(*),393624000000.0,,,393624000000.0,,
- Công ty TNHH Đầu tư XD hạ tầng kỹ thuật Coinin,- Công ty TNHH Đầu tư XD hạ tầng kỹ thuật Coinin,- Công ty TNHH Đầu tư XD hạ tầng kỹ thuật Coinin,300.000.000.000,-,(*),300.000.000.000,-,(*),300000000000.0,,,300000000000.0,,
- Công ty Cổ phần Đầu tư Bất động sản Ngô Mây (1),- Công ty Cổ phần Đầu tư Bất động sản Ngô Mây (1),- Công ty Cổ phần Đầu tư Bất động sản Ngô Mây (1),-,-,(*),221.785.000.000,-,(*),,,,221785000000.0,,
- Công ty Cổ phần Bến Thành - Long Hải,- Công ty Cổ phần Bến Thành - Long Hải,- Công ty Cổ phần Bến Thành - Long Hải,1.980.003.300.000,-,(*),3.350.000.000.000,-,(*),1980003300000.0,,,3350000000000.0,,
- Công ty Cổ phần Đầu tư Serenity (2),- Công ty Cổ phần Đầu tư Serenity (2),- Công ty Cổ phần Đầu tư Serenity (2),1.360.000.000.000,-,(*),1.360.000.000.000,-,(*),1360000000000.0,,,1360000000000.0,,
- Công ty Cổ phần BDS Đầu tư và Phát triển Cao ốc Bình Dương,- Công ty Cổ phần BDS Đầu tư và Phát triển Cao ốc Bình Dương,- Công ty Cổ phần BDS Đầu tư và Phát triển Cao ốc Bình Dương,3.473.659.990.959,-,(*),3.473.659.990.959,-,(*),3473659990959.0,,,3473659990959.0,,
- Công ty Cổ phần Đầu tư Bắc Cường (3),- Công ty Cổ phần Đầu tư Bắc Cường (3),- Công ty Cổ phần Đầu tư Bắc Cường (3),-,-,(*),758.835.000.000,-,(*),,,,758835000000.0,,
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,794.358.394.692,(86.193.116.758),(*),105.823.107.000,(72.771.828.327),(*),794358394692.0,-86193116758.0,,105823107000.0,-72771828327.0,
- Công ty TNHH ĐT Xây dựng Công trình PDP (4),- Công ty TNHH ĐT Xây dựng Công trình PDP (4),- Công ty TNHH ĐT Xây dựng Công trình PDP (4),23.315.339.564,(333.116.758),(*),19.963.107.000,(281.496.411),(*),23315339564.0,-333116758.0,,19963107000.0,-281496411.0,
- Công ty Cổ phần Bất động sản Commonwealth Properties,- Công ty Cổ phần Bất động sản Commonwealth Properties,- Công ty Cổ phần Bất động sản Commonwealth Properties,85.860.000.000,(85.860.000.000),(*),85.860.000.000,(72.490.331.916),(*),85860000000.0,-85860000000.0,,85860000000.0,-72490331916.0,
- Công ty TNHH Đầu tư Bất động sản Cao Tầng Thuận An 1 (5),- Công ty TNHH Đầu tư Bất động sản Cao Tầng Thuận An 1 (5),- Công ty TNHH Đầu tư Bất động sản Cao Tầng Thuận An 1 (5),42.955.035.128,-,(*),-,-,(*),42955035128.0,,,,,
- Công ty CP Khu Đô Thị Mới Đồng Nai Riverside (6),- Công ty CP Khu Đô Thị Mới Đồng Nai Riverside (6),- Công ty CP Khu Đô Thị Mới Đồng Nai Riverside (6),295.789.270.000,-,(*),-,-,(*),295789270000.0,,,,,
- Công ty CP Phát Triển Đô Thị Tam Hiệp (7),- Công ty CP Phát Triển Đô Thị Tam Hiệp (7),- Công ty CP Phát Triển Đô Thị Tam Hiệp (7),346.438.750.000,-,(*),-,-,(*),346438750000.0,,,,,
Cộng,Cộng,Cộng,8.301.645.685.651,(86.193.116.758),(*),9.963.727.097.959,(72.771.828.327),(*),8301645685651.0,-86193116758.0,,9963727097959.0,-72771828327.0,
