row_label_raw,row_label_full,col_0,2023VND,2022VND,numeric__2023VND,numeric__2022VND
Chi phí mua khí từ các chủ mổ,Chi phí mua khí từ các chủ mổ,Chi phí mua khí từ các chủ mổ,34.249.697.420.697,39.429.346.553.241,34249697420697.0,39429346553241.0
Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,3.025.564.550.330,3.021.025.897.889,3025564550330.0,3021025897889.0
Chi phí nhân công,Chi phí nhân công,Chi phí nhân công,1.346.063.417.957,1.357.067.939.846,1346063417957.0,1357067939846.0
Chi phí vận chuyển,Chi phí vận chuyển,Chi phí vận chuyển,1.263.768.097.334,1.262.342.635.383,1263768097334.0,1262342635383.0
"Chi phí quảng cáo, tiếp thị","Chi phí quảng cáo, tiếp thị","Chi phí quảng cáo, tiếp thị",431.460.235.850,498.642.545.503,431460235850.0,498642545503.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,424.952.596.094,460.834.137.779,424952596094.0,460834137779.0
Chi phí nhân hiệu,Chi phí nhân hiệu,Chi phí nhân hiệu,330.970.899.811,107.958.386.671,330970899811.0,107958386671.0
Chi phí dự phòng phải thu khó đòi,Chi phí dự phòng phải thu khó đòi,Chi phí dự phòng phải thu khó đòi,113.336.536.806,45.413.884.375,113336536806.0,45413884375.0
Khác,Khác,Khác,1.524.665.415.043,919.391.868.725,1524665415043.0,919391868725.0
,,,42.710.479.169.922,47.102.023.849.412,42710479169922.0,47102023849412.0
