row_label_raw,row_label_full,Tổng Công ty Điện lực Dầu khí Việt Nam,1.083.853.047.835,1.838.505.218.442,numeric__1.083.853.047.835,numeric__1.838.505.218.442
Liên doanh Việt - Nga Vietsovpetro,Liên doanh Việt - Nga Vietsovpetro,Liên doanh Việt - Nga Vietsovpetro,134.270.391.289,-,134270391289.0,
Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,57.461.882.880,50.000.000.000,57461882880.0,50000000000.0
Tổng Công ty Thăm dò và Khai thác Dầu khí,Tổng Công ty Thăm dò và Khai thác Dầu khí,Tổng Công ty Thăm dò và Khai thác Dầu khí,43.927.118.390,22.587.425.272,43927118390.0,22587425272.0
Tổng Công ty Dầu Việt Nam,Tổng Công ty Dầu Việt Nam,Tổng Công ty Dầu Việt Nam,3.976.947.266,-,3976947266.0,
Tổng Công ty Cổ phần Vận tải Dầu khí,Tổng Công ty Cổ phần Vận tải Dầu khí,Tổng Công ty Cổ phần Vận tải Dầu khí,1.272.370.134,1.453.870.134,1272370134.0,1453870134.0
,,,1.447.015.305.123,2.036.924.612.118,1447015305123.0,2036924612118.0
