row_label_raw,row_label_full,col_0,2023VND,2022VND,numeric__2023VND,numeric__2022VND
i) Doanh thu bán hàng và cung cấp dịch vụ,i) Doanh thu bán hàng và cung cấp dịch vụ,i) Doanh thu bán hàng và cung cấp dịch vụ,i) Doanh thu bán hàng và cung cấp dịch vụ,i) Doanh thu bán hàng và cung cấp dịch vụ,,
Công ty mẹTập đoàn Dầu khí Việt Nam,i) Doanh thu bán hàng và cung cấp dịch vụ > Công ty mẹTập đoàn Dầu khí Việt Nam,Công ty mẹTập đoàn Dầu khí Việt Nam,1.698.810.554.999,2.289.403.552.878,1698810554999.0,2289403552878.0
Công ty liên kếtCông ty Cổ phần Kinh doanh Khí Miền Nam,i) Doanh thu bán hàng và cung cấp dịch vụ > Công ty liên kếtCông ty Cổ phần Kinh doanh Khí Miền Nam,Công ty liên kếtCông ty Cổ phần Kinh doanh Khí Miền Nam,2.774.244.576.114,3.292.814.125.674,2774244576114.0,3292814125674.0
Các công ty thành viên thuộc Tập đoànTổng Công ty Điện lực Dầu khí Việt Nam- CTCP,i) Doanh thu bán hàng và cung cấp dịch vụ > Các công ty thành viên thuộc Tập đoànTổng Công ty Điện lực Dầu khí Việt Nam- CTCP,Các công ty thành viên thuộc Tập đoànTổng Công ty Điện lực Dầu khí Việt Nam- CTCP,5.414.482.771.688,8.629.740.468.513,5414482771688.0,8629740468513.0
Tổng Công ty Phân bón và Hóa chấtDầu khí - CTCP,i) Doanh thu bán hàng và cung cấp dịch vụ > Tổng Công ty Phân bón và Hóa chấtDầu khí - CTCP,Tổng Công ty Phân bón và Hóa chấtDầu khí - CTCP,5.374.848.498.261,4.483.652.025.646,5374848498261.0,4483652025646.0
Tổng Công ty Dầu Việt Nam - CTCP,i) Doanh thu bán hàng và cung cấp dịch vụ > Tổng Công ty Dầu Việt Nam - CTCP,Tổng Công ty Dầu Việt Nam - CTCP,1.281.487.422.050,1.866.726.738.197,1281487422050.0,1866726738197.0
Tổng Công ty Thăm dò và Khai thác Dầu khí,i) Doanh thu bán hàng và cung cấp dịch vụ > Tổng Công ty Thăm dò và Khai thác Dầu khí,Tổng Công ty Thăm dò và Khai thác Dầu khí,612.698.051.436,567.595.302.492,612698051436.0,567595302492.0
Liên doanh Việt - Nga Vietsovpetro,i) Doanh thu bán hàng và cung cấp dịch vụ > Liên doanh Việt - Nga Vietsovpetro,Liên doanh Việt - Nga Vietsovpetro,546.480.581.355,185.060.712.711,546480581355.0,185060712711.0
Tổng Công ty Cổ phần Vận tải Dầu khí,i) Doanh thu bán hàng và cung cấp dịch vụ > Tổng Công ty Cổ phần Vận tải Dầu khí,Tổng Công ty Cổ phần Vận tải Dầu khí,513.654.128.003,427.277.394.528,513654128003.0,427277394528.0
Tổng Công ty Cổ phần Dịch vụ Kỹ thuậtDầu khí Việt Nam,i) Doanh thu bán hàng và cung cấp dịch vụ > Tổng Công ty Cổ phần Dịch vụ Kỹ thuậtDầu khí Việt Nam,Tổng Công ty Cổ phần Dịch vụ Kỹ thuậtDầu khí Việt Nam,271.053.532.273,67.087.460.311,271053532273.0,67087460311.0
Tổng Công ty Cổ phần Xây lắp Dầu khíViệt Nam,i) Doanh thu bán hàng và cung cấp dịch vụ > Tổng Công ty Cổ phần Xây lắp Dầu khíViệt Nam,Tổng Công ty Cổ phần Xây lắp Dầu khíViệt Nam,109.650.911.983,-,109650911983.0,
Tổng Công ty Hóa chất và Dịch vụ Dầu Khí- CTCP,i) Doanh thu bán hàng và cung cấp dịch vụ > Tổng Công ty Hóa chất và Dịch vụ Dầu Khí- CTCP,Tổng Công ty Hóa chất và Dịch vụ Dầu Khí- CTCP,36.479.734.887,54.289.274.928,36479734887.0,54289274928.0
Công ty Cổ phần Phân bón Dầu khí Cà Mau,i) Doanh thu bán hàng và cung cấp dịch vụ > Công ty Cổ phần Phân bón Dầu khí Cà Mau,Công ty Cổ phần Phân bón Dầu khí Cà Mau,13.859.815.572,11.684.286.761,13859815572.0,11684286761.0
Tổng Công ty Tư vấn Thiết kế Dầu khí- CTCP,i) Doanh thu bán hàng và cung cấp dịch vụ > Tổng Công ty Tư vấn Thiết kế Dầu khí- CTCP,Tổng Công ty Tư vấn Thiết kế Dầu khí- CTCP,7.475.040.695,-,7475040695.0,
