row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2023 VND,Tại ngày 31 tháng 12 năm > 2022 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2023 VND,numeric__Tại ngày 31 tháng 12 năm > 2022 VND
200,200,200,TÀI SẢN DÀI HẠN,,25.536.703.177.509,27.010.944.408.343,,,25536703177509.0,27010944408343.0
210,210,210,Các khoản phải thu dài hạn,,318.104.299.805,168.689.074.161,,,318104299805.0,168689074161.0
212,212,212,Trả trước cho người bán dài hạn,,75.492.428.136,76.326.529.951,,,75492428136.0,76326529951.0
216,216,216,Phải thu dài hạn khác,,242.611.871.669,92.362.544.210,,,242611871669.0,92362544210.0
220,220,220,Tài sản cố định,,19.532.137.951.089,16.369.664.841.026,,,19532137951089.0,16369664841026.0
221,221,221,Tài sản cố định hữu hình,11(a),19.144.905.041.836,15.975.936.459.471,,,19144905041836.0,15975936459471.0
222,222,222,Nguyên giá,,63.430.842.474.117,57.307.438.058.633,,,63430842474117.0,57307438058633.0
223,223,223,Giá trị khấu hao lũy kế,,(44.285.937.432.281),(41.331.501.599.162),,,-44285937432281.0,-41331501599162.0
227,227,227,Tài sản cố định vô hình,11(b),387.232.909.253,393.728.381.555,,,387232909253.0,393728381555.0
228,228,228,Nguyên giá,,645.743.375.195,620.148.444.002,,,645743375195.0,620148444002.0
229,229,229,Giá trị khấu hao lũy kế,,(258.510.465.942),(226.420.062.447),,,-258510465942.0,-226420062447.0
230,230,230,Bất động sản đầu tư,,31.726.639.557,36.267.205.787,,,31726639557.0,36267205787.0
231,231,231,Nguyên giá,,38.867.115.741,42.051.001.624,,,38867115741.0,42051001624.0
232,232,232,Giá trị khấu hao lũy kế,,(7.140.476.184),(5.783.795.837),,,-7140476184.0,-5783795837.0
240,240,240,Tài sản dở dang dài hạn,,1.780.813.510.170,5.978.103.870.212,,,1780813510170.0,5978103870212.0
242,242,242,Chi phí xây dựng cơ bản dở dang,12,1.780.813.510.170,5.978.103.870.212,,12.0,1780813510170.0,5978103870212.0
250,250,250,Đầu tư tài chính dài hạn,,398.010.821.463,405.533.457.500,,,398010821463.0,405533457500.0
252,252,252,Đầu tư vào công ty liên kết,4(b),388.010.821.463,395.533.457.500,,,388010821463.0,395533457500.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,4(c),35.000.000.000,35.000.000.000,,,35000000000.0,35000000000.0
254,254,254,Dự phòng đầu tư tài chính dài hạn,4(c),(25.000.000.000),(25.000.000.000),,,-25000000000.0,-25000000000.0
260,260,260,Tài sản dài hạn khác,,3.475.909.955.425,4.052.685.959.657,,,3475909955425.0,4052685959657.0
261,261,261,Chi phí trả trước dài hạn,10(b),3.435.836.263.150,3.997.897.390.212,,,3435836263150.0,3997897390212.0
262,262,262,Tài sản thuế thu nhập doanh nghiệp hoãn lại,,40.073.692.275,54.788.569.445,,,40073692275.0,54788569445.0
270,270,270,TỔNG TÀI SẢN,,87.754.455.330.448,82.662.652.366.363,,,87754455330448.0,82662652366363.0
