row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2023 VND,Tại ngày 31 tháng 12 năm > 2022 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2023 VND,numeric__Tại ngày 31 tháng 12 năm > 2022 VND
100,100,100,TÀI SẢN NGẮN HẠN,,62.217.752.152.939,55.651.707.958.020,,,62217752152939.0,55651707958020.0
110,110,110,Tiền và các khoản tương đương tiền,3,5.668.895.193.049,10.549.337.638.537,,3.0,5668895193049.0,10549337638537.0
111,111,111,Tiền,,1.156.470.360.119,1.318.137.638.537,,,1156470360119.0,1318137638537.0
112,112,112,Các khoản tương đương tiền,,4.512.424.832.930,9.231.200.000.000,,,4512424832930.0,9231200000000.0
120,120,120,Khoản đầu tư tài chính ngắn hạn,,35.084.645.516.061,23.726.498.790.237,,,35084645516061.0,23726498790237.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,4(a),35.084.645.516.061,23.726.498.790.237,,,35084645516061.0,23726498790237.0
130,130,130,Các khoản phải thu ngắn hạn,,16.865.314.290.394,16.191.131.770.955,,,16865314290394.0,16191131770955.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,12.541.281.232.880,9.210.085.888.347,,5.0,12541281232880.0,9210085888347.0
132,132,132,Trả trước cho người bán ngắn hạn,6,264.140.292.943,223.750.541.755,,6.0,264140292943.0,223750541755.0
136,136,136,Phải thu ngắn hạn khác,7,4.910.282.093.910,7.492.404.206.264,,7.0,4910282093910.0,7492404206264.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,8,(850.389.329.339),(737.052.792.533),,8.0,-850389329339.0,-737052792533.0
139,139,139,Tài sản thiếu chờ xử lý,,-,1.943.927.122,,,,1943927122.0
140,140,140,Hàng tồn kho,9,3.944.544.425.746,4.102.441.805.643,,9.0,3944544425746.0,4102441805643.0
141,141,141,Hàng tồn kho,,4.069.874.528.094,4.185.337.349.642,,,4069874528094.0,4185337349642.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(125.330.102.348),(82.895.543.999),,,-125330102348.0,-82895543999.0
150,150,150,Tài sản ngắn hạn khác,,654.352.727.689,1.082.297.952.648,,,654352727689.0,1082297952648.0
151,151,151,Chi phí trả trước ngắn hạn,10(a),60.533.414.354,83.670.910.085,,,60533414354.0,83670910085.0
152,152,152,"Thuế Giá trị Gia tăng (""GTGT"") được khấu trừ",14(a),547.765.432.305,949.414.975.835,,,547765432305.0,949414975835.0
153,153,153,Thuế và các khoản phải thu Nhà nước,14(b),46.053.881.030,49.212.066.728,,,46053881030.0,49212066728.0
