row_label_raw,row_label_full,ST T,Chỉ tiêu LNST,Năm 2023,Năm 2022,So sánh 2023/2022,numeric__Chỉ tiêu LNST,numeric__Năm 2023,numeric__Năm 2022,numeric__So sánh 2023/2022
1,1,1,BCTC công ty Mệ,11.556.805,14.594.850,79%,,11556805.0,14594850.0,0.79
2,2,2,BCTC hợp nhất,11.793.095,15.066.392,78%,,11793095.0,15066392.0,0.78
