row_label_raw,row_label_full,col_0,2023 > Giá trị gốc VND,2023 > Giá trị có thể thu hồi VND,2023 > Dự phòng VND,2022 > Giá trị gốc VND,2022 > Giá trị có thể thu hồi VND,2022 > Dự phòng VND,numeric__2023 > Giá trị gốc VND,numeric__2023 > Giá trị có thể thu hồi VND,numeric__2023 > Dự phòng VND,numeric__2022 > Giá trị gốc VND,numeric__2022 > Giá trị có thể thu hồi VND,numeric__2022 > Dự phòng VND
Tổng Công ty Tư vấnThiết kế Đầu khí – CTCP,Tổng Công ty Tư vấnThiết kế Đầu khí – CTCP,Tổng Công ty Tư vấnThiết kế Đầu khí – CTCP,92.522.399.574,12.141.793.426,80.380.606.148,94.325.786.404,13.945.180.256,80.380.606.148,92522399574.0,12141793426.0,80380606148.0,94325786404.0,13945180256.0,80380606148.0
Trên 3 năm,Trên 3 năm,Trên 3 năm,74.709.484.775,-,74.709.484.775,70.015.179.702,-,70.015.179.702,74709484775.0,,74709484775.0,70015179702.0,,70015179702.0
Từ 2 năm đến 3 năm,Từ 2 năm đến 3 năm,Từ 2 năm đến 3 năm,9.873.118.016,4.201.996.643,5.671.121.373,11.267.962.106,902.535.660,10.365.426.446,9873118016.0,4201996643.0,5671121373.0,11267962106.0,902535660.0,10365426446.0
Từ 1 năm đến 2 năm,Từ 1 năm đến 2 năm,Từ 1 năm đến 2 năm,4.754.289.870,4.754.289.870,-,9.873.118.016,9.873.118.016,-,4754289870.0,4754289870.0,,9873118016.0,9873118016.0,
Từ 6 tháng đến 1 năm,Từ 6 tháng đến 1 năm,Từ 6 tháng đến 1 năm,3.185.506.913,3.185.506.913,-,3.169.526.580,3.169.526.580,-,3185506913.0,3185506913.0,,3169526580.0,3169526580.0,
Chi nhánh Tổng Công ty Điện lựcDầu khí Việt Nam - CTCP - Côngty Điện lực Dầu khí Nhơn Trạch,Chi nhánh Tổng Công ty Điện lựcDầu khí Việt Nam - CTCP - Côngty Điện lực Dầu khí Nhơn Trạch,Chi nhánh Tổng Công ty Điện lựcDầu khí Việt Nam - CTCP - Côngty Điện lực Dầu khí Nhơn Trạch,448.713.834.781,246.073.305.492,202.640.529.289,531.852.562.473,309.290.582.721,222.561.979.752,448713834781.0,246073305492.0,202640529289.0,531852562473.0,309290582721.0,222561979752.0
Trên 3 năm,Trên 3 năm,Trên 3 năm,77.755.425.014,-,77.755.425.014,53.415.208.166,-,53.415.208.166,77755425014.0,,77755425014.0,53415208166.0,,53415208166.0
Từ 2 năm đến 3 năm,Từ 2 năm đến 3 năm,Từ 2 năm đến 3 năm,26.647.345.500,7.914.796.827,18.732.548.673,22.423.465.443,6.727.039.633,15.696.425.810,26647345500.0,7914796827.0,18732548673.0,22423465443.0,6727039633.0,15696425810.0
Từ 1 năm đến 2 năm,Từ 1 năm đến 2 năm,Từ 1 năm đến 2 năm,14.579.777.401,7.346.607.859,7.233.169.542,83.230.895.584,41.615.447.792,41.615.447.792,14579777401.0,7346607859.0,7233169542.0,83230895584.0,41615447792.0,41615447792.0
Từ 6 tháng đến 1 năm,Từ 6 tháng đến 1 năm,Từ 6 tháng đến 1 năm,329.731.286.866,230.811.900.806,98.919.386.060,372.782.993.280,260.948.095.296,111.834.897.984,329731286866.0,230811900806.0,98919386060.0,372782993280.0,260948095296.0,111834897984.0
Công ty Cổ phần Điện lực Dầu khíNhơn Trạch 2,Công ty Cổ phần Điện lực Dầu khíNhơn Trạch 2,Công ty Cổ phần Điện lực Dầu khíNhơn Trạch 2,412.418.756.815,111.316.011.734,301.102.745.081,306.976.907.218,104.175.763.259,202.801.143.959,412418756815.0,111316011734.0,301102745081.0,306976907218.0,104175763259.0,202801143959.0
Trên 3 năm,Trên 3 năm,Trên 3 năm,178.220.922.875,-,178.220.922.875,82.495.888.495,-,82.495.888.495,178220922875.0,,178220922875.0,82495888495.0,,82495888495.0
Từ 2 năm đến 3 năm,Từ 2 năm đến 3 năm,Từ 2 năm đến 3 năm,89.951.638.237,26.985.491.471,62.966.146.766,86.642.766.975,25.992.830.092,60.649.936.883,89951638237.0,26985491471.0,62966146766.0,86642766975.0,25992830092.0,60649936883.0
Từ 1 năm đến 2 năm,Từ 1 năm đến 2 năm,Từ 1 năm đến 2 năm,83.209.083.645,41.604.541.822,41.604.541.823,91.519.215.286,45.759.607.643,45.759.607.643,83209083645.0,41604541822.0,41604541823.0,91519215286.0,45759607643.0,45759607643.0
Từ 6 tháng đến 1 năm,Từ 6 tháng đến 1 năm,Từ 6 tháng đến 1 năm,61.037.112.058,42.725.978.441,18.311.133.617,46.319.036.462,32.423.325.524,13.895.710.938,61037112058.0,42725978441.0,18311133617.0,46319036462.0,32423325524.0,13895710938.0
Khác,Khác,Khác,176.978.975.633,5.197.235.761,171.781.739.872,177.970.763.523,1.532.308.880,176.438.454.643,176978975633.0,5197235761.0,171781739872.0,177970763523.0,1532308880.0,176438454643.0
Trên 3 năm,Trên 3 năm,Trên 3 năm,176.978.975.633,5.197.235.761,171.781.739.872,177.970.763.523,1.532.308.880,176.438.454.643,176978975633.0,5197235761.0,171781739872.0,177970763523.0,1532308880.0,176438454643.0
,,,1.130.633.966.803,374.728.346.413,755.905.620.390,1.111.126.019.618,428.943.835.116,682.182.184.502,1130633966803.0,374728346413.0,755905620390.0,1111126019618.0,428943835116.0,682182184502.0
