row_label_raw,row_label_full,Lãi tiền gửi từ công ty thành viên thuộc Tập đoàn,Lãi tiền gửi từ công ty thành viên thuộc Tập đoàn_1,Lãi tiền gửi từ công ty thành viên thuộc Tập đoàn_2,numeric__Lãi tiền gửi từ công ty thành viên thuộc Tập đoàn_1,numeric__Lãi tiền gửi từ công ty thành viên thuộc Tập đoàn_2
Ngân hàng TMCP Đại chúng Việt Nam,Ngân hàng TMCP Đại chúng Việt Nam,Ngân hàng TMCP Đại chúng Việt Nam,90.070.878.119,66.148.164.255,90070878119.0,66148164255.0
Cổ tức nhận được từ công ty liên kết,Cổ tức nhận được từ công ty liên kết,Cổ tức nhận được từ công ty liên kết,Cổ tức nhận được từ công ty liên kết,Cổ tức nhận được từ công ty liên kết,,
Công ty Cổ phần Kinh doanh Khí Miền Nam,Cổ tức nhận được từ công ty liên kết > Công ty Cổ phần Kinh doanh Khí Miền Nam,Công ty Cổ phần Kinh doanh Khí Miền Nam,35.263.158.000,26.447.368.500,35263158000.0,26447368500.0
Lợi nhuận được chia từ công ty thành viên thuộc Tập đoàn,Lợi nhuận được chia từ công ty thành viên thuộc Tập đoàn,Lợi nhuận được chia từ công ty thành viên thuộc Tập đoàn,Lợi nhuận được chia từ công ty thành viên thuộc Tập đoàn,Lợi nhuận được chia từ công ty thành viên thuộc Tập đoàn,,
Tổng Công ty Dầu Việt Nam - CTCP (*),Lợi nhuận được chia từ công ty thành viên thuộc Tập đoàn > Tổng Công ty Dầu Việt Nam - CTCP (*),Tổng Công ty Dầu Việt Nam - CTCP (*),19.265.096.689,65.611.172.101,19265096689.0,65611172101.0
