row_label_raw,row_label_full,(c),Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước_1,Thuế và các khoản phải nộp Nhà nước_2,numeric__Thuế và các khoản phải nộp Nhà nước,numeric__Thuế và các khoản phải nộp Nhà nước_1,numeric__Thuế và các khoản phải nộp Nhà nước_2
(c),(c),(c),Thuế TNDN,547.433.309.466,770.508.406.361,,547433309466.0,770508406361.0
(c),(c),(c),Thuế GTGT,79.481.007.974,80.552.222.375,,79481007974.0,80552222375.0
(c),(c),(c),"Thuế thu nhập cá nhân (""TNCN"")",19.916.043.307,18.594.324.638,,19916043307.0,18594324638.0
(c),(c),(c),Khác,3.910.744.916,3.875.082.043,,3910744916.0,3875082043.0
,,,,650.741.105.663,873.530.035.417,,650741105663.0,873530035417.0
