row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận/(Lỗ) trước thuế,01,7.031.502.339.146,(2.812.485.389.456),,1.0,7031502339146.0,-2812485389456.0
2.,2.,2.,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,,,,
2.,2. > 2.,2.,Khấu hao tài sản cố định,02,2.223.491.499.491,2.466.016.666.968,,2.0,2223491499491.0,2466016666968.0
2.,2. > 2.,2.,Các khoản dự phòng,03,(3.661.045.839),76.533.767.991,,3.0,-3661045839.0,76533767991.0
2.,2. > 2.,2.,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,(275.499.201.096),(70.227.706.642),,4.0,-275499201096.0,-70227706642.0
2.,2. > 2.,2.,Lãi từ hoạt động đầu tư,05,(559.277.684.560),(382.548.962.190),,5.0,-559277684560.0,-382548962190.0
2.,2. > 2.,2.,Chi phí lãi vay,06,352.905.432.978,273.410.269.857,,6.0,352905432978.0,273410269857.0
3.,2. > 3.,3.,Lợi nhuận/(Lỗ) từ hoạt động kinh doanh trước thay đối vốn lưu động,08,8.769.461.340.120,(449.301.353.472),,8.0,8769461340120.0,-449301353472.0
3.,2. > 3.,3.,(Tăng)/giảm các khoản phải thu,09,(5.772.808.689.013),2.152.028.432.304,,9.0,-5772808689013.0,2152028432304.0
3.,2. > 3.,3.,(Tăng)/giảm hàng tồn kho,10,(1.963.915.349.333),112.545.747.210,,10.0,-1963915349333.0,112545747210.0
3.,2. > 3.,3.,"Tăng các khoản phải trả (Không kế lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,7.051.252.070.675,589.850.618.061,,11.0,7051252070675.0,589850618061.0
3.,2. > 3.,3.,Giảm/(tăng) chi phí trả trước,12,1.548.474.570.898,(1.599.281.571.121),,12.0,1548474570898.0,-1599281571121.0
3.,2. > 3.,3.,Tiền lãi vay đã trả,14,(345.920.020.707),(272.926.210.291),,14.0,-345920020707.0,-272926210291.0
3.,2. > 3.,3.,Thuế thu nhập doanh nghiệp đã nộp,15,(191.765.141.298),(56.554.586.902),,15.0,-191765141298.0,-56554586902.0
3.,2. > 3.,3.,Tiền thu khác từ hoạt động kinh doanh,16,6.693.490.362,11.199.330.934,,16.0,6693490362.0,11199330934.0
3.,2. > 3.,3.,Tiền chi khác cho hoạt động kinh doanh,17,(179.273.433.927),(124.810.590.439),,17.0,-179273433927.0,-124810590439.0
3.,2. > 3.,3.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,8.922.198.837.777,362.749.816.284,,20.0,8922198837777.0,362749816284.0
II.,II.,II.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,
1.,II. > 1.,1.,"Tiền chi mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",21,(60.996.269.618),(164.659.409.660),,21.0,-60996269618.0,-164659409660.0
2.,II. > 2.,2.,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác",23,(6.650.000.000.000),(900.000.000.000),,23.0,-6650000000000.0,-900000000000.0
3.,II. > 3.,3.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,3.453.424.000.000,800.000.000,,24.0,3453424000000.0,800000000.0
4.,II. > 4.,4.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,520.615.797.209,378.940.254.802,,27.0,520615797209.0,378940254802.0
4.,II. > 4.,4.,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(2.736.956.472.409),(684.919.154.858),,30.0,-2736956472409.0,-684919154858.0
