row_label_raw,row_label_full,Ông Bùi Ngọc Dương > Ông Bùi Minh Tiến,Tổng Giám đốc (bổ nhiệm ngày 08 tháng 11 năm 2021)Phó Tổng Giám đốc (miễn nhiệm ngày 08 tháng 11 năm 2021) > Tổng Giám đốc (miễn nhiệm ngày 08 tháng 11 năm 2021),numeric__Tổng Giám đốc (bổ nhiệm ngày 08 tháng 11 năm 2021)Phó Tổng Giám đốc (miễn nhiệm ngày 08 tháng 11 năm 2021) > Tổng Giám đốc (miễn nhiệm ngày 08 tháng 11 năm 2021)
Ông Nguyễn Ngọc Anh,Ông Nguyễn Ngọc Anh,Ông Nguyễn Ngọc Anh,Phó Tổng Giám đốc,
Ông Nghiêm Đức Dương,Ông Nghiêm Đức Dương,Ông Nghiêm Đức Dương,Phó Tổng Giám đốc,
Ông Trần Đoàn Thịnh,Ông Trần Đoàn Thịnh,Ông Trần Đoàn Thịnh,Phó Tổng Giám đốc,
Ông Nguyễn Việt Thắng,Ông Nguyễn Việt Thắng,Ông Nguyễn Việt Thắng,Phó Tổng Giám đốc,
