row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai > Từ năm thứ ba đến năm thứ năm,Số cuối nămVND > 1.886.727.040.000 > 942.639.040.000 > -,Số đầu nămVND > 1.919.644.760.000 > 959.085.260.000,numeric__Số cuối nămVND > 1.886.727.040.000 > 942.639.040.000 > -,numeric__Số đầu nămVND > 1.919.644.760.000 > 959.085.260.000
,,,2.829.366.080.000,4.798.374.780.000,2829366080000.0,4798374780000.0
Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),1.886.727.040.000,1.919.644.760.000,1886727040000.0,1919644760000.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,942.639.040.000,2.878.730.020.000,942639040000.0,2878730020000.0
