row_label_raw,row_label_full,col_0,Số đầu nămVND,Số phải nộptrong nămVND,Số đã thực nộptrong nămVND,Số cuối nămVND,numeric__Số đầu nămVND,numeric__Số phải nộptrong nămVND,numeric__Số đã thực nộptrong nămVND,numeric__Số cuối nămVND
a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,,,,
"Thuế xuất, nhập khẩu","a. Các khoản phải thu > Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu",665.094.257,13.892.998.858,13.426.952.749,199.048.148,665094257.0,13892998858.0,13426952749.0,199048148.0
Thuế thu nhập doanh nghiệp,a. Các khoản phải thu > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,158.261.805,158.261.805,-,-,158261805.0,158261805.0,,
Thuế nhà thầu,a. Các khoản phải thu > Thuế nhà thầu,Thuế nhà thầu,2.095.094.815,24.025.810.460,24.043.441.949,2.112.726.304,2095094815.0,24025810460.0,24043441949.0,2112726304.0
- Thuế GTGT nộp thay nhà thầu,a. Các khoản phải thu > - Thuế GTGT nộp thay nhà thầu,- Thuế GTGT nộp thay nhà thầu,2.095.094.815,24.025.810.460,24.025.810.460,2.095.094.815,2095094815.0,24025810460.0,24025810460.0,2095094815.0
- Thuế TNDN nộp thay nhà thầu,a. Các khoản phải thu > - Thuế TNDN nộp thay nhà thầu,- Thuế TNDN nộp thay nhà thầu,-,-,17.631.489,17.631.489,,,17631489.0,17631489.0
,,,2.918.450.877,38.077.071.123,37.470.394.698,2.311.774.452,2918450877.0,38077071123.0,37470394698.0,2311774452.0
b. Các khoản phải trả,b. Các khoản phải trả,b. Các khoản phải trả,b. Các khoản phải trả,b. Các khoản phải trả,b. Các khoản phải trả,b. Các khoản phải trả,,,,
Thuế giá trị gia tăng,b. Các khoản phải trả > Thuế giá trị gia tăng,Thuế giá trị gia tăng,496.231.187.208,5.934.393.625.716,5.655.055.669.595,775.569.143.329,496231187208.0,5934393625716.0,5655055669595.0,775569143329.0
- Thuế GTGT đầu ra,b. Các khoản phải trả > - Thuế GTGT đầu ra,- Thuế GTGT đầu ra,496.231.187.208,4.077.484.514.090,3.798.146.557.982,775.569.143.316,496231187208.0,4077484514090.0,3798146557982.0,775569143316.0
- Thuế GTGT hàng nhập khẩu,b. Các khoản phải trả > - Thuế GTGT hàng nhập khẩu,- Thuế GTGT hàng nhập khẩu,-,1.856.909.111.626,1.856.909.111.613,13,,1856909111626.0,1856909111613.0,13.0
Thuế tiêu thụ đặc biệt,b. Các khoản phải trả > Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,434.881.420.237,4.869.434.288.508,4.573.359.643.748,730.956.064.997,434881420237.0,4869434288508.0,4573359643748.0,730956064997.0
Thuế thu nhập doanh nghiệp,b. Các khoản phải trả > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,329.720.184.584,191.765.141.298,137.955.043.286,,329720184584.0,191765141298.0,137955043286.0
Thuế thu nhập cá nhân,b. Các khoản phải trả > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,2.439.101.873,44.433.108.049,43.697.806.748,3.174.403.174,2439101873.0,44433108049.0,43697806748.0,3174403174.0
Thuế nhà thầu,b. Các khoản phải trả > Thuế nhà thầu,Thuế nhà thầu,90.387.906,20.821.169.647,20.650.993.342,260.564.211,90387906.0,20821169647.0,20650993342.0,260564211.0
- Thuế TNDN nộp thay nhà thầu,b. Các khoản phải trả > - Thuế TNDN nộp thay nhà thầu,- Thuế TNDN nộp thay nhà thầu,90.387.906,20.821.169.647,20.650.993.342,260.564.211,90387906.0,20821169647.0,20650993342.0,260564211.0
Thuế nhà đất,b. Các khoản phải trả > Thuế nhà đất,Thuế nhà đất,-,466.033.239,466.033.239,-,,466033239.0,466033239.0,
Thuế bảo vệ môi trường,b. Các khoản phải trả > Thuế bảo vệ môi trường,Thuế bảo vệ môi trường,13.449.018.000,126.143.940.000,131.149.442.000,8.443.516.000,13449018000.0,126143940000.0,131149442000.0,8443516000.0
"Các loại thuế, phí và lệ phí khác","b. Các khoản phải trả > Các loại thuế, phí và lệ phí khác","Các loại thuế, phí và lệ phí khác",-,3.185.482.378,3.185.482.378,-,,3185482378.0,3185482378.0,
,,,947.091.115.224,11.328.597.832.121,10.619.330.212.348,1.656.358.734.997,947091115224.0,11328597832121.0,10619330212348.0,1656358734997.0
