row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
1.,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 1.,1.,Tiền thu từ đi vay,33,87.242.249.563.794,40.515.427.121.934,,33.0,87242249563794.0,40515427121934.0
2.,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 2.,2.,Tiền trả nợ gốc vay,34,(89.380.038.815.045),(35.743.471.348.029),,34.0,-89380038815045.0,-35743471348029.0
3.,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 3.,3.,"Cố tức, lợi nhuận đã trả cho chủ sở hữu",36,(500.000.000.000),-,,36.0,-500000000000.0,
3.,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 3.,3.,Lưu chuyển tiền thuần từ hoạt động tài chính,40,(2.637.789.251.251),4.771.955.773.905,,40.0,-2637789251251.0,4771955773905.0
3.,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 3.,3.,Lưu chuyển tiền thuần trong năm (50=20+30+40),50,3.547.453.114.117,4.449.786.435.331,,50.0,3547453114117.0,4449786435331.0
3.,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 3.,3.,Tiền và tương đương tiền đầu năm,60,12.766.884.570.949,8.319.298.565.883,,60.0,12766884570949.0,8319298565883.0
3.,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 3.,3.,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,(261.295.438),(2.200.430.265),,61.0,-261295438.0,-2200430265.0
3.,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 3.,3.,Tiền và tương đương tiền cuối năm (70=50+60+61),70,16.314.076.389.628,12.766.884.570.949,,70.0,16314076389628.0,12766884570949.0
Lê Thị Hồng Trâm Người lập biểu,Lê Thị Hồng Trâm Người lập biểu,Lê Thị Hồng Trâm Người lập biểu,Lê Thị Hồng Trâm Người lập biểu,Bạch Đức Long Kế toán trường,Bùi Ngọc Dương Tổng Giám đốc,Bùi Ngọc Dương Tổng Giám đốc,,,,
