row_label_raw,row_label_full,Ban Kiểm soát,Ban Kiểm soát_1,Ban Kiểm soát_2,numeric__Ban Kiểm soát_1,numeric__Ban Kiểm soát_2
Ông Phạm Ngọc Quý,Ông Phạm Ngọc Quý,Ông Phạm Ngọc Quý,1.394.776.000,1.231.249.000,1394776000.0,1231249000.0
Ông Hoàng Ngọc Xuân,Ông Hoàng Ngọc Xuân,Ông Hoàng Ngọc Xuân,1.194.766.000,1.045.745.000,1194766000.0,1045745000.0
Ông Vũ Lê Huy,Ông Vũ Lê Huy,Ông Vũ Lê Huy,220.100.000,199.505.000,220100000.0,199505000.0
