row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Lợi nhuận/(lỗ) trước thuế,Lợi nhuận/(lỗ) trước thuế,Lợi nhuận/(lỗ) trước thuế,7.031.502.339.146,(2.812.485.389.456),7031502339146.0,-2812485389456.0
Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,,,,
Trừ:,Trừ:,Trừ:,,,,
Cổ tức và lợi nhuận được chia,Trừ: > Cổ tức và lợi nhuận được chia,Cổ tức và lợi nhuận được chia,(8.788.363.551),(9.424.677.464),-8788363551.0,-9424677464.0
Các khoản điều chỉnh khác,Trừ: > Các khoản điều chỉnh khác,Các khoản điều chỉnh khác,(2.276.588.322),(1.203.588.322),-2276588322.0,-1203588322.0
Cộng:,Cộng:,Cộng:,,-,,
Các khoản chi phí không được khấu trừ,Cộng: > Các khoản chi phí không được khấu trừ,Các khoản chi phí không được khấu trừ,1.060.690.112.477,102.974.677.508,1060690112477.0,102974677508.0
Các khoản điều chỉnh khác,Cộng: > Các khoản điều chỉnh khác,Các khoản điều chỉnh khác,1.009.748.421,3.524.884.069,1009748421.0,3524884069.0
Chuyển lỗ,Cộng: > Chuyển lỗ,Chuyển lỗ,(2.716.614.093.665),-,-2716614093665.0,
Thu nhập chịu thuế năm hiện hành,Cộng: > Thu nhập chịu thuế năm hiện hành,Thu nhập chịu thuế năm hiện hành,5.365.523.154.506,(2.716.614.093.665),5365523154506.0,-2716614093665.0
Thu nhập chịu thuế suất ưu đãi,Cộng: > Thu nhập chịu thuế suất ưu đãi,Thu nhập chịu thuế suất ưu đãi,5.152.301.499.979,(2.877.697.731.723),5152301499979.0,-2877697731723.0
Thu nhập chịu thuế suất thông thường,Cộng: > Thu nhập chịu thuế suất thông thường,Thu nhập chịu thuế suất thông thường,213.221.654.527,161.083.638.058,213221654527.0,161083638058.0
Thuế suất ưu đãi,Cộng: > Thuế suất ưu đãi,Thuế suất ưu đãi,10%,10%,0.1,0.1
Thuế suất thông thường,Cộng: > Thuế suất thông thường,Thuế suất thông thường,20%,20%,0.2,0.2
Giảm thuế cho hoạt động được ưu đãi,Cộng: > Giảm thuế cho hoạt động được ưu đãi,Giảm thuế cho hoạt động được ưu đãi,50%,50%,0.5,0.5
Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm nay,Cộng: > Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm nay,Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm nay,300.259.405.904,-,300259405904.0,
