row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,25,1.190.273.001.592,1.632.312.710.410,1.0,25.0,1190273001592.0,1632312710410.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,8.798.394.982,35.714.883.577,2.0,,8798394982.0,35714883577.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ(10 = 01 - 02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ(10 = 01 - 02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ(10 = 01 - 02),10,,1.181.474.606.610,1.596.597.826.833,10.0,,1181474606610.0,1596597826833.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,26,925.908.678.313,1.268.507.450.834,11.0,26.0,925908678313.0,1268507450834.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20 = 10 - 11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20 = 10 - 11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20 = 10 - 11),20,,255.565.928.297,328.090.375.999,20.0,,255565928297.0,328090375999.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,28,199.947.686.410,149.078.916.039,21.0,28.0,199947686410.0,149078916039.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,29,66.990.222.166,87.553.858.716,22.0,29.0,66990222166.0,87553858716.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,45.776.820.026,55.144.707.653,23.0,,45776820026.0,55144707653.0
"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,,1.603.627.566,(18.035.594.067),24.0,,1603627566.0,-18035594067.0
9. Chi phí bán hàng,9. Chi phí bán hàng,9. Chi phí bán hàng,25,30,166.634.998.913,227.939.606.522,25.0,30.0,166634998913.0,227939606522.0
10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,26,30,113.670.801.238,137.590.362.717,26.0,30.0,113670801238.0,137590362717.0
11. Lợi nhuận thuần từ hoạt động kinh doanh{30 = 20 + (21 - 22) +24 - (25 + 26)},11. Lợi nhuận thuần từ hoạt động kinh doanh{30 = 20 + (21 - 22) +24 - (25 + 26)},11. Lợi nhuận thuần từ hoạt động kinh doanh{30 = 20 + (21 - 22) +24 - (25 + 26)},30,,109.821.219.956,6.049.870.016,30.0,,109821219956.0,6049870016.0
12. Thu nhập khác,12. Thu nhập khác,12. Thu nhập khác,31,,13.609.686.954,4.534.095.234,31.0,,13609686954.0,4534095234.0
13. Chi phí khác,13. Chi phí khác,13. Chi phí khác,32,,3.409.638.688,4.266.744.601,32.0,,3409638688.0,4266744601.0
14. Lợi nhuận khác (40 = 31 - 32),14. Lợi nhuận khác (40 = 31 - 32),14. Lợi nhuận khác (40 = 31 - 32),40,,10.200.048.266,267.350.633,40.0,,10200048266.0,267350633.0
15. Tổng lợi nhuận kế toán trước thuế(50 = 30 + 40),15. Tổng lợi nhuận kế toán trước thuế(50 = 30 + 40),15. Tổng lợi nhuận kế toán trước thuế(50 = 30 + 40),50,,120.021.268.222,6.317.220.649,50.0,,120021268222.0,6317220649.0
16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,51,31,23.799.584.003,16.650.712.667,51.0,31.0,23799584003.0,16650712667.0
17. Chi phí thuế TNDN hoãn lại,17. Chi phí thuế TNDN hoãn lại,17. Chi phí thuế TNDN hoãn lại,52,,4.145.326.484,(1.019.794.289),52.0,,4145326484.0,-1019794289.0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60 = 50 - 51 - 52),18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60 = 50 - 51 - 52),18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60 = 50 - 51 - 52),60,,92.076.357.735,(9.313.697.729),60.0,,92076357735.0,-9313697729.0
19. Lợi nhuận sau thuế của công ty mẹ,19. Lợi nhuận sau thuế của công ty mẹ,19. Lợi nhuận sau thuế của công ty mẹ,61,,70.228.235.920,296.307.923,61.0,,70228235920.0,296307923.0
20. Lợi nhuận sau thuế của cổ đông không kiểm soát,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,21.848.121.815,(9.610.005.651),62.0,,21848121815.0,-9610005651.0
21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,70,32,276,1,70.0,32.0,276.0,1.0
