row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
,,,VND,VND,VND,VND,,,,
Hàng đang đi trên đường,Hàng đang đi trên đường,Hàng đang đi trên đường,7.532.296.985,-,11.015.399.451,-,7532296985.0,,11015399451.0,
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",87.390.295.561,(1.828.188.202),165.589.507.363,(1.661.088.180),87390295561.0,-1828188202.0,165589507363.0,-1661088180.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",8.790.973.909,-,8.251.547.363,-,8790973909.0,,8251547363.0,
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,11.292.824.884,-,9.104.361.369,-,11292824884.0,,9104361369.0,
Thành phẩm,Thành phẩm,Thành phẩm,137.469.556.447,(2.103.574.674),156.161.187.679,(5.291.683.893),137469556447.0,-2103574674.0,156161187679.0,-5291683893.0
Hàng hóa,Hàng hóa,Hàng hóa,18.591.517.555,(840.705.276),36.461.514.186,(6.368.443.731),18591517555.0,-840705276.0,36461514186.0,-6368443731.0
Hàng gửi bán,Hàng gửi bán,Hàng gửi bán,-,-,848.921,-,,,848921.0,
Cộng,Cộng,Cộng,271.067.465.341,(4.772.468.152),386.584.366.332,(13.321.215.804),271067465341.0,-4772468152.0,386584366332.0,-13321215804.0
