row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,VND118.002.050.213,VND(8.701.215.392),VND86.460.492.470,VND(8.857.450.375),,,,
- Lãi dự thu,a) Ngắn hạn > - Lãi dự thu,- Lãi dự thu,65.261.435.779,-,63.248.813.619,-,65261435779.0,,63248813619.0,
"- Ký quỹ, ký cược","a) Ngắn hạn > - Ký quỹ, ký cược","- Ký quỹ, ký cược",4.334.216.356,-,4.399.357.220,-,4334216356.0,,4399357220.0,
- Tạm ứng,a) Ngắn hạn > - Tạm ứng,- Tạm ứng,4.539.663.779,(689.833.740),6.116.259.440,(689.833.740),4539663779.0,-689833740.0,6116259440.0,-689833740.0
- Cổ tức phải thu,a) Ngắn hạn > - Cổ tức phải thu,- Cổ tức phải thu,100.007.000,-,-,-,100007000.0,,,
- Phải thu về cổ phần hoá,a) Ngắn hạn > - Phải thu về cổ phần hoá,- Phải thu về cổ phần hoá,10.600.000,-,41.300.000,-,10600000.0,,41300000.0,
- Công ty Cổ phần Dược Phẩm Euvipharm,a) Ngắn hạn > - Công ty Cổ phần Dược Phẩm Euvipharm,- Công ty Cổ phần Dược Phẩm Euvipharm,25.473.200.622,-,-,-,25473200622.0,,,
- Phải thu Ông Đỗ Văn Tâm (i),a) Ngắn hạn > - Phải thu Ông Đỗ Văn Tâm (i),- Phải thu Ông Đỗ Văn Tâm (i),3.500.000.000,(3.500.000.000),3.500.000.000,(3.500.000.000),3500000000.0,-3500000000.0,3500000000.0,-3500000000.0
- Phải thu khác,a) Ngắn hạn > - Phải thu khác,- Phải thu khác,14.782.926.677,(4.511.381.652),9.154.762.191,(4.667.616.635),14782926677.0,-4511381652.0,9154762191.0,-4667616635.0
b) Dài hạn,a) Ngắn hạn > b) Dài hạn,b) Dài hạn,1.404.000.000,-,1.031.500.000,-,1404000000.0,,1031500000.0,
"- Ký cược, ký quỹ","a) Ngắn hạn > - Ký cược, ký quỹ","- Ký cược, ký quỹ",1.404.000.000,-,1.031.500.000,-,1404000000.0,,1031500000.0,
Cộng,a) Ngắn hạn > Cộng,Cộng,119.406.050.213,(8.701.215.392),87.491.992.470,(8.857.450.375),119406050213.0,-8701215392.0,87491992470.0,-8857450375.0
