row_label_raw,row_label_full,Tên công ty,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
Tên công ty,Tên công ty,Tên công ty,Tỷ lệ biểu quyết,Tỷ lệ sở hữu,Tỷ lệ biểu quyết,Tỷ lệ sở hữu,,,,
Tên công ty,Tên công ty,Tên công ty,%,%,%,%,,,,
Công ty liên kết,Công ty liên kết,Công ty liên kết,,,,,,,,
Công ty CP chứng khoán Đại Nam,Công ty liên kết > Công ty CP chứng khoán Đại Nam,Công ty CP chứng khoán Đại Nam,"24,89%","24,89%","24,89%","24,89%",0.2489,0.2489,0.2489,0.2489
Công ty CP FIT Cosmetics,Công ty liên kết > Công ty CP FIT Cosmetics,Công ty CP FIT Cosmetics,"49,08%","27,97%","49,08%","27,97%",0.49079999999999996,0.2797,0.49079999999999996,0.2797
Công ty CP Nước khoáng Khánh Hòa,Công ty liên kết > Công ty CP Nước khoáng Khánh Hòa,Công ty CP Nước khoáng Khánh Hòa,"49,00%","27,92%","49,00%","27,92%",0.49,0.2792,0.49,0.2792
Công ty CP Mũi Dinh Ecopark,Công ty liên kết > Công ty CP Mũi Dinh Ecopark,Công ty CP Mũi Dinh Ecopark,"50,00%","49,84%","0,00%","0,00%",0.5,0.4984,0.0,0.0
