row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,,
Tiền và các khoản tương đương tiền,Tài sản tài chính > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,23.887.787.335,40.802.317.720,23887787335.0,40802317720.0
"Phải thu khách hàng, phải thu về cho vay và phải thu khác","Tài sản tài chính > Phải thu khách hàng, phải thu về cho vay và phải thu khác","Phải thu khách hàng, phải thu về cho vay và phải thu khác",335.744.542.039,331.088.178.319,335744542039.0,331088178319.0
Đầu tư tài chính ngắn hạn,Tài sản tài chính > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,2.021.522.399.101,1.716.310.819.947,2021522399101.0,1716310819947.0
Đầu tư tài chính dài hạn,Tài sản tài chính > Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,558.952.180.000,808.445.980.000,558952180000.0,808445980000.0
Tổng cộng,Tài sản tài chính > Tổng cộng,Tổng cộng,2.940.106.908.475,2.896.647.295.986,2940106908475.0,2896647295986.0
Công nợ tài chính,Công nợ tài chính,Công nợ tài chính,Công nợ tài chính,Công nợ tài chính,,
Các khoản vay,Công nợ tài chính > Các khoản vay,Các khoản vay,491.741.669.846,511.722.874.166,491741669846.0,511722874166.0
Phải trả người bán và phải trả khác,Công nợ tài chính > Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,217.634.935.390,181.656.442.495,217634935390.0,181656442495.0
Chi phí phải trả,Công nợ tài chính > Chi phí phải trả,Chi phí phải trả,18.069.341.877,40.502.053.266,18069341877.0,40502053266.0
Tổng cộng,Công nợ tài chính > Tổng cộng,Tổng cộng,727.445.947.113,733.881.369.927,727445947113.0,733881369927.0
