row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,6.314.037.069,4.296.518.669,6314037069.0,4296518669.0
Chi phí trả trước về thuê hoạt động TSCĐ,Chi phí trả trước về thuê hoạt động TSCĐ,Chi phí trả trước về thuê hoạt động TSCĐ,-,875.022.343,,875022343.0
Chi phí chuyển giao công nghệ nhà máy Thạch dừa,Chi phí chuyển giao công nghệ nhà máy Thạch dừa,Chi phí chuyển giao công nghệ nhà máy Thạch dừa,1.635.652.297,-,1635652297.0,
"Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",2.169.432.831,2.193.600.761,2169432831.0,2193600761.0
Các khoản khác,Các khoản khác,Các khoản khác,2.508.951.941,1.227.895.565,2508951941.0,1227895565.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,16.615.666.254,22.473.245.528,16615666254.0,22473245528.0
Chi phí phân bổ dự án xưởng sản xuất thạch dừa,Chi phí phân bổ dự án xưởng sản xuất thạch dừa,Chi phí phân bổ dự án xưởng sản xuất thạch dừa,1.668.406.925,3.679.891.672,1668406925.0,3679891672.0
Chi phí phân bổ dự án Westfood Hậu Giang,Chi phí phân bổ dự án Westfood Hậu Giang,Chi phí phân bổ dự án Westfood Hậu Giang,4.322.814.067,2.881.353.794,4322814067.0,2881353794.0
"Chi phí sửa chữa, cải tạo văn phòng, siêu thị","Chi phí sửa chữa, cải tạo văn phòng, siêu thị","Chi phí sửa chữa, cải tạo văn phòng, siêu thị",4.626.588.602,3.953.788.726,4626588602.0,3953788726.0
Công cụ dụng cụ xuất dùng,Công cụ dụng cụ xuất dùng,Công cụ dụng cụ xuất dùng,931.064.851,2.369.592.109,931064851.0,2369592109.0
Các khoản khác,Các khoản khác,Các khoản khác,5.066.791.809,9.588.619.227,5066791809.0,9588619227.0
