row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,116.624.745.094,38.255.676.534,116624745094.0,38255676534.0
- Tài sản thừa chờ giải quyết;,- Tài sản thừa chờ giải quyết;,- Tài sản thừa chờ giải quyết;,172.739.856,172.739.856,172739856.0,172739856.0
"- BHXH, BHYT, BHTN, KPCD","- BHXH, BHYT, BHTN, KPCD","- BHXH, BHYT, BHTN, KPCD",1.580.690.475,1.266.182.511,1580690475.0,1266182511.0
- Cổ tức lợi nhuận phải trả,- Cổ tức lợi nhuận phải trả,- Cổ tức lợi nhuận phải trả,16.588.900,16.588.900,16588900.0,16588900.0
"- Nhận ký quỹ, ký cược ngắn hạn;","- Nhận ký quỹ, ký cược ngắn hạn;","- Nhận ký quỹ, ký cược ngắn hạn;",1.872.196.149,7.834.847.715,1872196149.0,7834847715.0
- Phải trả các hợp đồng hợp tác đầu tư,- Phải trả các hợp đồng hợp tác đầu tư,- Phải trả các hợp đồng hợp tác đầu tư,111.001.215.948,26.454.531.643,111001215948.0,26454531643.0
Công ty CP Mũi Dinh Ecopark (i),Công ty CP Mũi Dinh Ecopark (i),Công ty CP Mũi Dinh Ecopark (i),103.284.138.233,-,103284138233.0,
Công ty CP Nước khoáng Khánh Hòa (ii),Công ty CP Nước khoáng Khánh Hòa (ii),Công ty CP Nước khoáng Khánh Hòa (ii),7.717.077.715,-,7717077715.0,
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,-,26.454.531.643,,26454531643.0
- Phải trả khác,- Phải trả khác,- Phải trả khác,1.981.313.766,2.510.785.909,1981313766.0,2510785909.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,1.568.212.082,14.023.415.744,1568212082.0,14023415744.0
"- Nhận ký quỹ, ký cược dài hạn","- Nhận ký quỹ, ký cược dài hạn","- Nhận ký quỹ, ký cược dài hạn",-,1.684.417.950,,1684417950.0
- Phải trả các hợp đồng hợp tác đầu tư,- Phải trả các hợp đồng hợp tác đầu tư,- Phải trả các hợp đồng hợp tác đầu tư,-,10.000.000.000,,10000000000.0
+ Công ty Cổ phần Phát triển Bất động sản DPV,+ Công ty Cổ phần Phát triển Bất động sản DPV,+ Công ty Cổ phần Phát triển Bất động sản DPV,-,10.000.000.000,,10000000000.0
"- Các khoản phải trả, phải nộp khác","- Các khoản phải trả, phải nộp khác","- Các khoản phải trả, phải nộp khác",1.568.212.082,2.338.997.794,1568212082.0,2338997794.0
Cộng,Cộng,Cộng,118.192.957.176,52.279.092.278,118192957176.0,52279092278.0
