row_label_raw,row_label_full,col_0,Giá trị còn lại của tài sản bộ phận > Số cuối năm VND,Giá trị còn lại của tài sản bộ phận > Số đầu năm VND,"Tăng tài sản cố định hữu hình, vô hình, bất động sản đầu tư > Năm nay VND","Tăng tài sản cố định hữu hình, vô hình, bất động sản đầu tư > Năm trước VND",numeric__Giá trị còn lại của tài sản bộ phận > Số cuối năm VND,numeric__Giá trị còn lại của tài sản bộ phận > Số đầu năm VND,"numeric__Tăng tài sản cố định hữu hình, vô hình, bất động sản đầu tư > Năm nay VND","numeric__Tăng tài sản cố định hữu hình, vô hình, bất động sản đầu tư > Năm trước VND"
"Lĩnh vực tư vấn, đầu tư","Lĩnh vực tư vấn, đầu tư","Lĩnh vực tư vấn, đầu tư",115.331.741.240,119.445.749.002,283.345.303,195.850.944,115331741240.0,119445749002.0,283345303.0,195850944.0
"Lĩnh vực sản xuất, thương mại các sản phẩm nông nghiệp, vật tư kỹ thuật nông nghiệp, hàng tiêu dùng","Lĩnh vực sản xuất, thương mại các sản phẩm nông nghiệp, vật tư kỹ thuật nông nghiệp, hàng tiêu dùng","Lĩnh vực sản xuất, thương mại các sản phẩm nông nghiệp, vật tư kỹ thuật nông nghiệp, hàng tiêu dùng",219.064.089.748,242.427.118.512,6.093.542.793,20.195.542.963,219064089748.0,242427118512.0,6093542793.0,20195542963.0
"Lĩnh vực sản xuất, kinh doanh được phẩm và thiết bị y tế","Lĩnh vực sản xuất, kinh doanh được phẩm và thiết bị y tế","Lĩnh vực sản xuất, kinh doanh được phẩm và thiết bị y tế",316.298.308.049,432.983.935.873,7.392.093.660,194.929.831.765,316298308049.0,432983935873.0,7392093660.0,194929831765.0
,,,650.694.139.037,794.856.803.387,13.768.981.756,215.321.225.672,650694139037.0,794856803387.0,13768981756.0,215321225672.0
