row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ
,,,VND,VND,VND,VND,,,,
a) Các khoản phải trả người bán ngắn hạn là bên liên quan,a) Các khoản phải trả người bán ngắn hạn là bên liên quan,a) Các khoản phải trả người bán ngắn hạn là bên liên quan,50.509.268.465,50.509.268.465,73.235.510.961,73.235.510.961,50509268465.0,50509268465.0,73235510961.0,73235510961.0
- Công ty CP FIT Cosmetics,- Công ty CP FIT Cosmetics,- Công ty CP FIT Cosmetics,-,-,18.203.264.528,18.203.264.528,,,18203264528.0,18203264528.0
- Công ty CP Nước khoáng Khánh Hòa - FIT Beverage,- Công ty CP Nước khoáng Khánh Hòa - FIT Beverage,- Công ty CP Nước khoáng Khánh Hòa - FIT Beverage,50.365.979.069,50.365.979.069,54.379.973.572,54.379.973.572,50365979069.0,50365979069.0,54379973572.0,54379973572.0
- Công ty Cổ phần Today Cosmetics,- Công ty Cổ phần Today Cosmetics,- Công ty Cổ phần Today Cosmetics,-,-,652.272.861,652.272.861,,,652272861.0,652272861.0
- Công ty Cổ phần Chứng khoán Đại Nam,- Công ty Cổ phần Chứng khoán Đại Nam,- Công ty Cổ phần Chứng khoán Đại Nam,143.289.396,143.289.396,-,-,143289396.0,143289396.0,,
b) Các khoản phải trả người bán ngắn hạn khác,b) Các khoản phải trả người bán ngắn hạn khác,b) Các khoản phải trả người bán ngắn hạn khác,48.932.709.749,48.932.709.749,56.141.839.256,56.141.839.256,48932709749.0,48932709749.0,56141839256.0,56141839256.0
- Công ty Cổ phần TMSX Oai Hùng- TPHCM,- Công ty Cổ phần TMSX Oai Hùng- TPHCM,- Công ty Cổ phần TMSX Oai Hùng- TPHCM,7.578.886.829,7.578.886.829,1.179.315.104,1.179.315.104,7578886829.0,7578886829.0,1179315104.0,1179315104.0
- Ishan International PVT Limited - India,- Ishan International PVT Limited - India,- Ishan International PVT Limited - India,5.209.327.500,5.209.327.500,-,-,5209327500.0,5209327500.0,,
- DNTN Thương mại In Phước Châu,- DNTN Thương mại In Phước Châu,- DNTN Thương mại In Phước Châu,2.286.926.059,2.286.926.059,3.621.804.967,3.621.804.967,2286926059.0,2286926059.0,3621804967.0,3621804967.0
- Công ty TNHH VN Chuan Li Can Manufacturing,- Công ty TNHH VN Chuan Li Can Manufacturing,- Công ty TNHH VN Chuan Li Can Manufacturing,1.605.431.426,1.605.431.426,931.099.752,931.099.752,1605431426.0,1605431426.0,931099752.0,931099752.0
- Công ty TNHH vận tải Chuyên Thắng,- Công ty TNHH vận tải Chuyên Thắng,- Công ty TNHH vận tải Chuyên Thắng,1.297.400.000,1.297.400.000,-,-,1297400000.0,1297400000.0,,
- Các đối tượng khác,- Các đối tượng khác,- Các đối tượng khác,30.954.737.935,30.954.737.935,50.409.619.433,50.409.619.433,30954737935.0,30954737935.0,50409619433.0,50409619433.0
,,,99.441.978.214,99.441.978.214,129.377.350.217,129.377.350.217,99441978214.0,99441978214.0,129377350217.0,129377350217.0
